# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
21.815,11335.645,956.822,41.197,1166802.013,3.226,0.258
21.865,11383.538,958.884,41.274,1166801.096,3.233,0.258
21.915,11431.534,960.95,41.35,1166800.178,3.24,0.258
21.965,11479.633,963.019,41.428,1166799.26,3.247,0.258
22.015,11527.836,965.092,41.502,1166798.343,3.254,0.258
22.065,11576.142,967.169,41.572,1166797.425,3.261,0.257
22.115,11624.552,969.249,41.644,1166796.508,3.268,0.257
22.165,11673.067,971.334,41.717,1166795.59,3.275,0.257
22.215,11721.686,973.421,41.792,1166794.673,3.282,0.257
22.265,11770.409,975.513,41.868,1166793.755,3.289,0.256
22.315,11819.237,977.608,41.944,1166792.837,3.296,0.256
22.365,11868.17,979.707,42.021,1166791.92,3.303,0.256
22.415,11917.208,981.81,42.1,1166791.002,3.31,0.256
22.465,11966.351,983.917,42.181,1166790.085,3.317,0.256
22.515,12015.6,986.028,42.259,1166789.167,3.324,0.255
22.565,12064.954,988.143,42.331,1166788.25,3.331,0.255
22.615,12114.414,990.261,42.405,1166787.332,3.338,0.255
22.665,12163.98,992.384,42.48,1166786.414,3.346,0.255
22.715,12213.653,994.509,42.556,1166785.497,3.353,0.255
22.765,12263.431,996.639,42.634,1166784.579,3.36,0.254
22.815,12313.317,998.773,42.712,1166783.662,3.367,0.254
22.865,12363.309,1000.91,42.79,1166782.744,3.374,0.254
22.915,12413.408,1003.052,42.869,1166781.827,3.381,0.254
22.965,12463.614,1005.197,42.948,1166780.909,3.389,0.254
23.015,12513.927,1007.347,43.024,1166779.991,3.396,0.253
23.065,12564.349,1009.499,43.092,1166779.074,3.403,0.253
23.115,12614.877,1011.656,43.158,1166778.156,3.41,0.253
23.165,12665.514,1013.815,43.223,1166777.239,3.417,0.253
23.215,12716.259,1015.978,43.284,1166776.321,3.425,0.253
23.265,12767.112,1018.144,43.341,1166775.404,3.432,0.252
23.315,12818.073,1020.312,43.393,1166774.486,3.439,0.252
23.365,12869.143,1022.483,43.438,1166773.568,3.446,0.252
23.415,12920.322,1024.656,43.476,1166772.651,3.454,0.252
23.465,12971.609,1026.83,43.503,1166771.733,3.461,0.252
23.515,13023.005,1029.006,43.514,1166770.816,3.468,0.251
23.565,13074.509,1031.181,43.507,1166769.898,3.475,0.251
23.615,13126.123,1033.356,43.486,1166768.981,3.483,0.251
23.665,13177.845,1035.53,43.447,1166768.063,3.49,0.251
23.715,13229.676,1037.701,43.391,1166767.145,3.497,0.251
23.765,13281.615,1039.868,43.315,1166766.228,3.504,0.251
23.815,13333.663,1042.032,43.219,1166765.31,3.511,0.25
23.865,13385.818,1044.19,43.107,1166764.393,3.518,0.25
23.915,13438.082,1046.342,42.975,1166763.475,3.526,0.25
23.965,13490.452,1048.487,42.826,1166762.557,3.533,0.25
24.015,13542.93,1050.625,42.663,1166761.64,3.54,0.25
24.065,13595.515,1052.754,42.496,1166760.722,3.547,0.249
24.115,13648.205,1054.874,42.331,1166759.805,3.554,0.249
24.165,13701.002,1056.987,42.175,1166758.887,3.56,0.249
24.215,13753.904,1059.092,42.031,1166757.97,3.567,0.249
24.265,13806.911,1061.19,41.909,1166757.052,3.574,0.249
24.315,13860.023,1063.283,41.821,1166756.134,3.581,0.249
24.365,13913.239,1065.373,41.771,1166755.217,3.588,0.248
24.415,13966.56,1067.461,41.756,1166754.299,3.595,0.248
24.465,14019.985,1069.549,41.778,1166753.382,3.602,0.248
24.515,14073.515,1071.639,41.831,1166752.464,3.609,0.248
24.565,14127.149,1073.733,41.914,1166751.547,3.616,0.248
24.615,14180.888,1075.831,42.035,1166750.629,3.623,0.248
24.665,14234.733,1077.937,42.184,1166749.711,3.629,0.247
24.715,14288.682,1080.05,42.344,1166748.794,3.637,0.247
24.765,14342.738,1082.172,42.523,1166747.876,3.644,0.247
24.815,14396.9,1084.302,42.708,1166746.959,3.651,0.247
24.865,14451.168,1086.443,42.897,1166746.041,3.658,0.247
24.915,14505.544,1088.592,43.084,1166745.124,3.665,0.247
24.965,14560.027,1090.751,43.254,1166744.206,3.672,0.247
25.015,14614.619,1092.917,43.413,1166743.288,3.679,0.246
25.065,14669.319,1095.092,43.562,1166742.371,3.687,0.246
25.115,14724.128,1097.273,43.701,1166741.453,3.694,0.246
25.165,14779.047,1099.462,43.819,1166740.536,3.701,0.246
25.215,14834.075,1101.655,43.923,1166739.618,3.709,0.246
25.265,14889.212,1103.854,44.012,1166738.701,3.716,0.245
25.315,14944.46,1106.056,44.078,1166737.783,3.723,0.245
25.365,14999.818,1108.261,44.126,1166736.865,3.731,0.245
25.415,15055.286,1110.468,44.146,1166735.948,3.738,0.245
25.465,15110.865,1112.675,44.145,1166735.03,3.746,0.245
25.515,15166.554,1114.882,44.12,1166734.113,3.753,0.245
25.565,15222.353,1117.087,44.073,1166733.195,3.761,0.245
25.615,15278.262,1119.289,44.005,1166732.278,3.768,0.244
25.665,15334.282,1121.487,43.915,1166731.36,3.775,0.244
25.715,15390.411,1123.68,43.802,1166730.442,3.783,0.244
25.765,15446.65,1125.867,43.668,1166729.525,3.79,0.244
25.815,15502.998,1128.047,43.511,1166728.607,3.797,0.244
25.865,15559.454,1130.218,43.323,1166727.69,3.805,0.244
25.915,15616.019,1132.379,43.118,1166726.772,3.812,0.243
25.965,15672.692,1134.529,42.902,1166725.855,3.819,0.243
26.015,15729.472,1136.669,42.673,1166724.937,3.827,0.243
26.065,15786.359,1138.796,42.442,1166724.019,3.834,0.243
26.115,15843.351,1140.913,42.213,1166723.102,3.841,0.243
26.165,15900.45,1143.018,41.995,1166722.184,3.848,0.243
26.215,15957.653,1145.112,41.796,1166721.267,3.855,0.242
26.265,16014.961,1147.198,41.613,1166720.349,3.863,0.242
26.315,16072.373,1149.274,41.445,1166719.431,3.87,0.242
26.365,16129.888,1151.343,41.32,1166718.514,3.877,0.242
26.415,16187.507,1153.407,41.23,1166717.596,3.884,0.242
26.465,16245.229,1155.467,41.187,1166716.679,3.891,0.242
26.515,16303.054,1157.526,41.186,1166715.761,3.898,0.242
26.565,16360.981,1159.586,41.229,1166714.844,3.905,0.241
26.615,16419.012,1161.649,41.309,1166713.926,3.912,0.241
26.665,16477.146,1163.718,41.429,1166713.008,3.919,0.241
26.715,16535.384,1165.792,41.56,1166712.091,3.927,0.241
26.765,16593.726,1167.874,41.712,1166711.173,3.934,0.241
26.815,16652.172,1169.964,41.885,1166710.256,3.941,0.241
26.865,16710.722,1172.063,42.073,1166709.338,3.948,0.241
26.915,16769.378,1174.172,42.266,1166708.421,3.956,0.24
26.965,16828.14,1176.29,42.453,1166707.503,3.963,0.24
27.015,16887.007,1178.417,42.631,1166706.585,3.971,0.24
27.065,16945.981,1180.553,42.798,1166705.668,3.978,0.24
27.115,17005.063,1182.696,42.952,1166704.75,3.985,0.24
27.165,17064.251,1184.847,43.078,1166703.833,3.993,0.24
27.215,17123.547,1187.004,43.18,1166702.915,4,0.24
27.265,17182.952,1189.165,43.263,1166701.998,4.008,0.239
27.315,17242.464,1191.33,43.319,1166701.08,4.016,0.239
27.365,17302.085,1193.496,43.353,1166700.162,4.023,0.239
27.415,17361.814,1195.665,43.366,1166699.245,4.031,0.239
27.465,17421.651,1197.833,43.346,1166698.327,4.038,0.239
27.515,17481.597,1199.999,43.301,1166697.41,4.046,0.239
27.565,17541.651,1202.162,43.221,1166696.492,4.053,0.239
27.615,17601.813,1204.32,43.113,1166695.575,4.061,0.238
27.665,17662.083,1206.473,42.979,1166694.657,4.069,0.238
27.715,17722.46,1208.618,42.822,1166693.739,4.076,0.238
27.765,17782.945,1210.755,42.647,1166692.822,4.084,0.238
27.815,17843.535,1212.882,42.451,1166691.904,4.091,0.238
27.865,17904.233,1215,42.245,1166690.987,4.099,0.238
27.915,17965.035,1217.107,42.032,1166690.069,4.106,0.238
27.965,18025.943,1219.203,41.811,1166689.152,4.114,0.238
28.015,18086.955,1221.288,41.589,1166688.234,4.121,0.237
28.065,18148.072,1223.362,41.37,1166687.316,4.129,0.237
28.115,18209.291,1225.425,41.166,1166686.399,4.136,0.237
28.165,18270.614,1227.479,40.989,1166685.481,4.143,0.237
28.215,18332.039,1229.524,40.835,1166684.564,4.151,0.237
28.265,18393.566,1231.563,40.716,1166683.646,4.158,0.237
28.315,18455.195,1233.596,40.627,1166682.729,4.166,0.237
28.365,18516.926,1235.626,40.561,1166681.811,4.173,0.237
28.415,18578.758,1237.653,40.53,1166680.893,4.18,0.236
28.465,18640.691,1239.68,40.542,1166679.976,4.188,0.236
28.515,18702.726,1241.708,40.589,1166679.058,4.195,0.236
28.565,18764.862,1243.739,40.669,1166678.141,4.203,0.236
28.615,18827.1,1245.775,40.771,1166677.223,4.21,0.236
28.665,18889.44,1247.817,40.906,1166676.306,4.218,0.236
28.715,18951.882,1249.866,41.057,1166675.388,4.225,0.236
28.765,19014.426,1251.923,41.216,1166674.47,4.233,0.236
28.815,19077.074,1253.988,41.379,1166673.553,4.24,0.235
28.865,19139.825,1256.061,41.542,1166672.635,4.248,0.235
28.915,19202.68,1258.142,41.702,1166671.718,4.256,0.235
28.965,19265.639,1260.231,41.856,1166670.8,4.263,0.235
29.015,19328.703,1262.327,42.001,1166669.882,4.271,0.235
29.065,19391.872,1264.431,42.14,1166668.965,4.279,0.235
29.115,19455.147,1266.541,42.259,1166668.047,4.286,0.235
29.165,19518.526,1268.656,42.356,1166667.13,4.294,0.235
29.215,19582.012,1270.776,42.424,1166666.212,4.302,0.234
29.265,19645.604,1272.898,42.464,1166665.295,4.31,0.234
29.315,19709.302,1275.022,42.485,1166664.377,4.318,0.234
29.365,19773.106,1277.146,42.481,1166663.459,4.325,0.234
29.415,19837.017,1279.27,42.448,1166662.542,4.333,0.234
29.465,19901.033,1281.391,42.401,1166661.624,4.341,0.234
29.515,19965.156,1283.509,42.328,1166660.707,4.349,0.234
29.565,20029.384,1285.623,42.226,1166659.789,4.356,0.234
29.615,20093.718,1287.732,42.103,1166658.872,4.363,0.233
29.665,20158.157,1289.834,41.974,1166657.954,4.371,0.233
29.715,20222.701,1291.929,41.83,1166657.036,4.378,0.233
29.765,20287.35,1294.016,41.671,1166656.119,4.385,0.233
29.815,20352.103,1296.096,41.509,1166655.201,4.392,0.233
29.865,20416.959,1298.167,41.353,1166654.284,4.4,0.233
29.915,20481.919,1300.231,41.2,1166653.366,4.407,0.233
29.965,20546.982,1302.287,41.043,1166652.449,4.414,0.233
30.015,20612.148,1304.335,40.889,1166651.531,4.421,0.233
30.065,20677.416,1306.376,40.754,1166650.613,4.428,0.233
30.115,20742.785,1308.411,40.636,1166649.696,4.435,0.232
30.165,20808.257,1310.44,40.536,1166648.778,4.442,0.232
30.215,20873.829,1312.465,40.462,1166647.861,4.45,0.232
30.265,20939.503,1314.487,40.42,1166646.943,4.457,0.232
30.315,21005.278,1316.508,40.406,1166646.026,4.464,0.232
30.365,21071.154,1318.528,40.403,1166645.108,4.471,0.232
30.415,21137.131,1320.549,40.435,1166644.19,4.478,0.232
30.465,21203.209,1322.572,40.493,1166643.273,4.485,0.232
30.515,21269.388,1324.598,40.579,1166642.355,4.492,0.232
30.565,21335.669,1326.63,40.69,1166641.438,4.5,0.232
30.615,21402.051,1328.668,40.821,1166640.52,4.507,0.231
30.665,21468.536,1330.712,40.965,1166639.603,4.514,0.231
30.715,21535.123,1332.764,41.117,1166638.685,4.521,0.231
30.765,21601.812,1334.824,41.266,1166637.767,4.529,0.231
30.815,21668.605,1336.891,41.419,1166636.85,4.536,0.231
30.865,21735.501,1338.966,41.561,1166635.932,4.543,0.231
30.915,21802.502,1341.047,41.703,1166635.015,4.551,0.231
30.965,21869.606,1343.136,41.843,1166634.097,4.558,0.231
31.015,21936.815,1345.232,41.976,1166633.18,4.565,0.231
31.065,22004.13,1347.333,42.093,1166632.262,4.573,0.231
31.115,22071.549,1349.44,42.183,1166631.344,4.58,0.231
31.165,22139.074,1351.551,42.258,1166630.427,4.588,0.23
31.215,22206.704,1353.666,42.323,1166629.509,4.595,0.23
31.265,22274.44,1355.783,42.368,1166628.592,4.602,0.23
31.315,22342.282,1357.903,42.393,1166627.674,4.61,0.23
31.365,22410.231,1360.023,42.405,1166626.756,4.617,0.23
31.415,22478.285,1362.143,42.398,1166625.839,4.625,0.23
31.465,22546.445,1364.262,42.369,1166624.921,4.632,0.23
31.515,22614.711,1366.379,42.317,1166624.004,4.64,0.23
31.565,22683.083,1368.493,42.249,1166623.086,4.647,0.23
31.615,22751.56,1370.604,42.168,1166622.169,4.655,0.23
31.665,22820.143,1372.71,42.079,1166621.251,4.662,0.23
31.715,22888.831,1374.812,41.985,1166620.333,4.67,0.229
31.765,22957.624,1376.908,41.884,1166619.416,4.677,0.229
31.815,23026.522,1379,41.775,1166618.498,4.685,0.229
31.865,23095.524,1381.086,41.657,1166617.581,4.692,0.229
31.915,23164.63,1383.166,41.545,1166616.663,4.7,0.229
31.965,23233.841,1385.24,41.429,1166615.746,4.707,0.229
32.015,23303.154,1387.309,41.322,1166614.828,4.714,0.229
32.065,23372.571,1389.372,41.223,1166613.91,4.722,0.229
32.115,23442.091,1391.431,41.139,1166612.993,4.729,0.229
32.165,23511.714,1393.487,41.071,1166612.075,4.736,0.229
32.215,23581.44,1395.539,41.016,1166611.158,4.744,0.229
32.265,23651.268,1397.589,40.98,1166610.24,4.751,0.229
32.315,23721.199,1399.637,40.965,1166609.323,4.759,0.229
32.365,23791.232,1401.686,40.976,1166608.405,4.766,0.228
32.415,23861.367,1403.735,41.002,1166607.487,4.774,0.228
32.465,23931.605,1405.786,41.053,1166606.57,4.781,0.228
32.515,24001.946,1407.84,41.12,1166605.652,4.789,0.228
32.565,24072.39,1409.898,41.193,1166604.735,4.796,0.228
32.615,24142.936,1411.96,41.277,1166603.817,4.803,0.228
32.665,24213.586,1414.026,41.376,1166602.9,4.811,0.228
32.715,24284.339,1416.098,41.491,1166601.982,4.819,0.228
32.765,24355.196,1418.175,41.612,1166601.064,4.826,0.228
32.815,24426.156,1420.259,41.735,1166600.147,4.834,0.228
32.865,24497.222,1422.349,41.86,1166599.229,4.841,0.228
32.915,24568.391,1424.445,41.977,1166598.312,4.849,0.228
32.965,24639.666,1426.547,42.096,1166597.394,4.856,0.227
33.015,24711.046,1428.655,42.217,1166596.477,4.864,0.227
33.065,24782.532,1430.768,42.329,1166595.559,4.871,0.227
33.115,24854.123,1432.887,42.44,1166594.641,4.879,0.227
33.165,24925.82,1435.012,42.541,1166593.724,4.887,0.227
33.215,24997.624,1437.141,42.63,1166592.806,4.894,0.227
33.265,25069.535,1439.275,42.701,1166591.889,4.902,0.227
33.315,25141.552,1441.411,42.764,1166590.971,4.909,0.227
33.365,25213.676,1443.551,42.818,1166590.054,4.917,0.227
33.415,25285.907,1445.693,42.859,1166589.136,4.925,0.227
33.465,25358.245,1447.837,42.887,1166588.218,4.932,0.227
33.515,25430.691,1449.982,42.915,1166587.301,4.94,0.227
33.565,25503.243,1452.128,42.937,1166586.383,4.948,0.227
33.615,25575.903,1454.275,42.942,1166585.466,4.956,0.227
33.665,25648.671,1456.422,42.935,1166584.548,4.963,0.226
33.715,25721.546,1458.568,42.924,1166583.63,4.971,0.226
33.765,25794.528,1460.714,42.909,1166582.713,4.979,0.226
33.815,25867.617,1462.859,42.892,1166581.795,4.986,0.226
33.865,25940.814,1465.003,42.873,1166580.878,4.994,0.226
33.915,26014.117,1467.147,42.855,1166579.96,5.002,0.226
33.965,26087.528,1469.289,42.831,1166579.043,5.009,0.226
34.015,26161.046,1471.43,42.811,1166578.125,5.017,0.226
34.065,26234.671,1473.57,42.793,1166577.207,5.025,0.226
34.115,26308.403,1475.709,42.78,1166576.29,5.033,0.226
34.165,26382.242,1477.848,42.771,1166575.372,5.04,0.226
34.215,26456.188,1479.986,42.772,1166574.455,5.048,0.226
34.265,26530.241,1482.125,42.78,1166573.537,5.056,0.226
34.315,26604.401,1484.265,42.79,1166572.62,5.064,0.226
34.365,26678.667,1486.404,42.801,1166571.702,5.071,0.226
34.415,26753.041,1488.545,42.824,1166570.784,5.079,0.225
34.465,26827.522,1490.687,42.857,1166569.867,5.087,0.225
34.515,26902.11,1492.831,42.897,1166568.949,5.094,0.225
34.565,26976.805,1494.977,42.948,1166568.032,5.102,0.225
34.615,27051.607,1497.125,43.003,1166567.114,5.11,0.225
34.665,27126.517,1499.277,43.064,1166566.197,5.118,0.225
34.715,27201.535,1501.432,43.139,1166565.279,5.125,0.225
34.765,27276.661,1503.591,43.22,1166564.361,5.133,0.225
34.815,27351.894,1505.754,43.305,1166563.444,5.141,0.225
34.865,27427.236,1507.922,43.398,1166562.526,5.149,0.225
34.915,27502.687,1510.094,43.498,1166561.609,5.157,0.225
34.965,27578.246,1512.272,43.595,1166560.691,5.164,0.225
35.015,27653.914,1514.454,43.693,1166559.774,5.172,0.225
35.065,27729.691,1516.641,43.797,1166558.856,5.18,0.225
35.115,27805.578,1518.834,43.902,1166557.938,5.188,0.225
35.165,27881.575,1521.031,44.006,1166557.021,5.196,0.225
35.215,27957.681,1523.234,44.115,1166556.103,5.204,0.224
35.265,28033.898,1525.443,44.22,1166555.186,5.212,0.224
35.315,28110.226,1527.656,44.32,1166554.268,5.22,0.224
35.365,28186.664,1529.875,44.411,1166553.351,5.227,0.224
35.415,28263.213,1532.097,44.506,1166552.433,5.235,0.224
35.465,28339.874,1534.325,44.596,1166551.515,5.243,0.224
35.515,28416.646,1536.557,44.678,1166550.598,5.251,0.224
35.565,28493.529,1538.793,44.756,1166549.68,5.259,0.224
35.615,28570.525,1541.032,44.828,1166548.763,5.267,0.224
35.665,28647.633,1543.275,44.893,1166547.845,5.275,0.224
35.715,28724.853,1545.522,44.958,1166546.928,5.283,0.224
35.765,28802.185,1547.771,45.015,1166546.01,5.291,0.224
35.815,28879.63,1550.023,45.068,1166545.092,5.299,0.224
35.865,28957.187,1552.278,45.116,1166544.175,5.307,0.224
35.915,29034.858,1554.535,45.153,1166543.257,5.315,0.224
35.965,29112.641,1556.793,45.182,1166542.34,5.323,0.224
36.015,29190.537,1559.053,45.209,1166541.422,5.331,0.224
36.065,29268.546,1561.314,45.232,1166540.505,5.339,0.223
36.115,29346.668,1563.576,45.253,1166539.587,5.347,0.223
36.165,29424.904,1565.839,45.268,1166538.669,5.355,0.223
36.215,29503.252,1568.103,45.28,1166537.752,5.363,0.223
36.265,29581.714,1570.367,45.285,1166536.834,5.371,0.223
36.315,29660.289,1572.631,45.288,1166535.917,5.379,0.223
36.365,29738.977,1574.896,45.291,1166534.999,5.387,0.223
36.415,29817.778,1577.16,45.289,1166534.081,5.395,0.223
36.465,29896.693,1579.425,45.286,1166533.164,5.403,0.223
36.515,29975.721,1581.689,45.283,1166532.246,5.411,0.223
36.565,30054.862,1583.953,45.276,1166531.329,5.419,0.223
36.615,30134.116,1586.216,45.27,1166530.411,5.427,0.223
36.665,30213.484,1588.48,45.266,1166529.494,5.435,0.223
36.715,30292.964,1590.743,45.261,1166528.576,5.443,0.223
36.765,30372.558,1593.006,45.256,1166527.658,5.451,0.223
36.815,30452.265,1595.269,45.257,1166526.741,5.459,0.223
36.865,30532.085,1597.532,45.257,1166525.823,5.467,0.223
36.915,30612.018,1599.795,45.261,1166524.906,5.475,0.223
36.965,30692.064,1602.058,45.268,1166523.988,5.483,0.223
37.015,30772.224,1604.321,45.277,1166523.071,5.491,0.223
37.065,30852.496,1606.586,45.292,1166522.153,5.499,0.223
37.115,30932.882,1608.851,45.312,1166521.235,5.507,0.222
37.165,31013.381,1611.117,45.333,1166520.318,5.515,0.222
37.215,31093.994,1613.384,45.352,1166519.4,5.523,0.222
37.265,31174.72,1615.652,45.375,1166518.483,5.531,0.222
37.315,31255.559,1617.922,45.405,1166517.565,5.539,0.222
37.365,31336.512,1620.193,45.44,1166516.648,5.547,0.222
37.415,31417.579,1622.466,45.478,1166515.73,5.555,0.222
37.465,31498.759,1624.741,45.521,1166514.812,5.563,0.222
37.515,31580.053,1627.018,45.563,1166513.895,5.571,0.222
37.565,31661.461,1629.297,45.606,1166512.977,5.579,0.222
37.615,31742.982,1631.578,45.653,1166512.06,5.587,0.222
37.665,31824.618,1633.862,45.705,1166511.142,5.595,0.222
37.715,31906.369,1636.149,45.759,1166510.225,5.603,0.222
37.765,31988.233,1638.438,45.819,1166509.307,5.611,0.222
37.815,32070.213,1640.731,45.876,1166508.389,5.618,0.222
37.865,32152.306,1643.026,45.936,1166507.472,5.624,0.222
37.915,32234.515,1645.324,45.997,1166506.554,5.631,0.222
37.965,32316.839,1647.626,46.062,1166505.637,5.637,0.222
38.015,32399.278,1649.931,46.127,1166504.719,5.644,0.222
38.065,32481.832,1652.239,46.192,1166503.802,5.65,0.222
38.115,32564.502,1654.55,46.255,1166502.884,5.657,0.222
38.165,32647.287,1656.864,46.318,1166501.966,5.663,0.222
38.215,32730.188,1659.182,46.38,1166501.049,5.67,0.222
38.265,32813.205,1661.502,46.444,1166500.131,5.676,0.222
38.315,32896.339,1663.826,46.505,1166499.214,5.682,0.222
38.365,32979.588,1666.153,46.566,1166498.296,5.689,0.222
38.415,33062.954,1668.482,46.624,1166497.379,5.695,0.222
38.465,33146.436,1670.815,46.679,1166496.461,5.702,0.222
38.515,33230.035,1673.15,46.733,1166495.543,5.708,0.222
38.565,33313.751,1675.488,46.785,1166494.626,5.714,0.222
38.615,33397.584,1677.829,46.836,1166493.708,5.721,0.222
38.665,33481.534,1680.172,46.888,1166492.791,5.727,0.222
38.715,33565.601,1682.518,46.933,1166491.873,5.734,0.222
38.765,33649.786,1684.865,46.976,1166490.955,5.74,0.222
38.815,33734.088,1687.215,47.018,1166490.038,5.746,0.222
38.865,33818.508,1689.567,47.058,1166489.12,5.753,0.222
38.915,33903.045,1691.921,47.096,1166488.203,5.759,0.222
38.965,33987.7,1694.277,47.132,1166487.285,5.766,0.222
39.015,34072.472,1696.634,47.161,1166486.368,5.772,0.222
39.065,34157.363,1698.993,47.188,1166485.45,5.779,0.222
39.115,34242.372,1701.353,47.213,1166484.532,5.785,0.222
39.165,34327.498,1703.714,47.236,1166483.615,5.791,0.222
39.215,34412.743,1706.076,47.257,1166482.697,5.798,0.222
39.265,34498.106,1708.44,47.277,1166481.78,5.804,0.222
39.315,34583.587,1710.804,47.291,1166480.862,5.81,0.222
39.365,34669.186,1713.169,47.303,1166479.945,5.817,0.222
39.415,34754.904,1715.534,47.314,1166479.027,5.823,0.222
39.465,34840.74,1717.9,47.323,1166478.109,5.829,0.222
39.515,34926.694,1720.266,47.33,1166477.192,5.836,0.222
39.565,35012.767,1722.633,47.335,1166476.274,5.842,0.222
39.615,35098.957,1725,47.337,1166475.357,5.848,0.222
39.665,35185.267,1727.367,47.339,1166474.439,5.854,0.222
39.715,35271.694,1729.734,47.34,1166473.522,5.861,0.222
39.765,35358.24,1732.101,47.34,1166472.604,5.867,0.222
39.815,35444.904,1734.468,47.339,1166471.686,5.873,0.222
39.865,35531.687,1736.835,47.337,1166470.769,5.88,0.222
39.915,35618.588,1739.201,47.33,1166469.851,5.886,0.222
39.965,35705.607,1741.568,47.325,1166468.934,5.892,0.222
40.015,35792.744,1743.934,47.319,1166468.016,5.898,0.222
40.065,35880,1746.3,47.312,1166467.099,5.905,0.222
40.115,35967.374,1748.665,47.305,1166466.181,5.911,0.222
40.165,36054.867,1751.03,47.296,1166465.263,5.917,0.222
40.215,36142.477,1753.395,47.289,1166464.346,5.923,0.222
40.265,36230.206,1755.759,47.282,1166463.428,5.929,0.222
40.315,36318.053,1758.123,47.275,1166462.511,5.935,0.222
