0,18.5
0.75,18.5
1.5,18.5
2.25,18.5
3,18.5
3.75,18.5
4.5,18.5
5.25,20
6,20
6.75,20
7.5,20
8.25,20
9,20
9.75,20
10.5,20
11.25,20
12,21
12.75,21
13.5,21
14.25,22
15,22
15.75,22
16.5,22
17.25,23
18,23
18.75,24
19.5,25
20.25,26
21,28
21.75,30
22.5,32
23.25,34
24,36
24.75,38
25.5,40
26.25,42
27,44
27.75,46
28.5,48
29.25,50
30,52
30.75,54
31.5,56
32.25,58
33,60
33.75,62
34.5,64
35.25,66
36,68
36.75,70
37.5,72
