Time,Thrust,Mach number,Altitude,Cd
,N,,Feet,
25.515,0,0.525796,25940.15,0.237921
25.5325,0,0.525202,25949.393,0.237943
25.55,0,0.524609,25958.626,0.237965
25.5675,0,0.524016,25967.847,0.237987
25.585,0,0.523423,25977.058,0.238009
25.6025,0,0.52283,25986.258,0.238031
25.62,0,0.522237,25995.447,0.238053
25.6375,0,0.521644,26004.625,0.238075
25.655,0,0.521051,26013.792,0.238097
25.6725,0,0.520459,26022.948,0.238119
25.69,0,0.519866,26032.094,0.238141
25.7075,0,0.519274,26041.228,0.238163
25.725,0,0.518681,26050.352,0.238185
25.7425,0,0.518089,26059.465,0.238207
25.76,0,0.517497,26068.566,0.238229
25.7775,0,0.516905,26077.657,0.238251
25.795,0,0.516313,26086.738,0.238274
25.8125,0,0.515721,26095.807,0.238296
25.83,0,0.515129,26104.865,0.238318
25.8475,0,0.514537,26113.913,0.23834
25.865,0,0.513946,26122.949,0.238362
25.8825,0,0.513354,26131.975,0.238385
25.9,0,0.512763,26140.99,0.238407
25.9175,0,0.512171,26149.994,0.238429
25.935,0,0.51158,26158.987,0.238451
25.9525,0,0.510989,26167.97,0.238474
25.97,0,0.510398,26176.941,0.238496
25.9875,0,0.509807,26185.902,0.238518
26.005,0,0.509216,26194.852,0.238541
26.0225,0,0.508625,26203.791,0.238563
26.04,0,0.508034,26212.719,0.238586
26.0575,0,0.507444,26221.636,0.238608
26.075,0,0.506853,26230.543,0.23863
26.0925,0,0.506263,26239.439,0.238653
26.11,0,0.505672,26248.324,0.238675
26.1275,0,0.505082,26257.198,0.238698
26.145,0,0.504492,26266.061,0.23872
26.1625,0,0.503902,26274.913,0.238743
26.18,0,0.503311,26283.755,0.238765
26.1975,0,0.502722,26292.586,0.238788
26.215,0,0.502132,26301.406,0.238811
26.2325,0,0.501542,26310.215,0.238833
26.25,0,0.500952,26319.013,0.238856
26.2675,0,0.500363,26327.801,0.238878
26.285,0,0.499773,26336.578,0.238901
26.3025,0,0.499184,26345.344,0.238924
26.32,0,0.498594,26354.099,0.238946
26.3375,0,0.498005,26362.843,0.238969
26.355,0,0.497416,26371.577,0.238992
26.3725,0,0.496827,26380.3,0.239015
26.39,0,0.496238,26389.012,0.239037
26.4075,0,0.495649,26397.713,0.23906
26.425,0,0.49506,26406.403,0.239083
26.4425,0,0.494471,26415.083,0.239106
26.46,0,0.493882,26423.752,0.239129
26.4775,0,0.493294,26432.41,0.239151
26.495,0,0.492705,26441.057,0.239174
26.5125,0,0.492117,26449.694,0.239197
26.53,0,0.491528,26458.32,0.23922
26.5475,0,0.49094,26466.935,0.239243
26.565,0,0.490352,26475.539,0.239266
26.5825,0,0.489764,26484.133,0.239289
26.6,0,0.489176,26492.716,0.239312
26.6175,0,0.488588,26501.288,0.239335
26.635,0,0.488,26509.849,0.239358
26.6525,0,0.487412,26518.4,0.239381
26.67,0,0.486824,26526.939,0.239404
26.6875,0,0.486237,26535.468,0.239427
26.705,0,0.485649,26543.987,0.23945
26.7225,0,0.485062,26552.494,0.239474
26.74,0,0.484474,26560.991,0.239497
26.7575,0,0.483887,26569.477,0.23952
26.775,0,0.4833,26577.953,0.239543
26.7925,0,0.482713,26586.417,0.239566
26.81,0,0.482126,26594.871,0.239589
26.8275,0,0.481539,26603.315,0.239613
26.845,0,0.480952,26611.747,0.239636
26.8625,0,0.480365,26620.169,0.239659
26.88,0,0.479778,26628.58,0.239683
26.8975,0,0.479192,26636.98,0.239706
26.915,0,0.478605,26645.37,0.239729
26.9325,0,0.478019,26653.749,0.239753
26.95,0,0.477432,26662.117,0.239776
26.9675,0,0.476846,26670.475,0.2398
26.985,0,0.47626,26678.821,0.239823
27.0025,0,0.475674,26687.158,0.239846
27.02,0,0.475087,26695.483,0.23987
27.0375,0,0.474501,26703.798,0.239893
27.055,0,0.473916,26712.102,0.239917
27.0725,0,0.47333,26720.395,0.23994
27.09,0,0.472744,26728.678,0.239964
27.1075,0,0.472158,26736.95,0.239988
27.125,0,0.471573,26745.211,0.240011
27.1425,0,0.470987,26753.462,0.240035
27.16,0,0.470402,26761.701,0.240059
27.1775,0,0.469816,26769.931,0.240082
27.195,0,0.469231,26778.149,0.240106
27.2125,0,0.468646,26786.357,0.24013
27.23,0,0.468061,26794.554,0.240153
27.2475,0,0.467476,26802.741,0.240177
27.265,0,0.466891,26810.917,0.240201
27.2825,0,0.466306,26819.082,0.240225
27.3,0,0.465721,26827.237,0.240249
27.3175,0,0.465136,26835.381,0.240272
27.335,0,0.464551,26843.514,0.240296
27.3525,0,0.463967,26851.636,0.24032
27.37,0,0.463382,26859.748,0.240344
27.3875,0,0.462798,26867.85,0.240368
27.405,0,0.462213,26875.94,0.240392
27.4225,0,0.461629,26884.02,0.240416
27.44,0,0.461045,26892.09,0.24044
27.4575,0,0.460461,26900.148,0.240464
27.475,0,0.459877,26908.197,0.240488
27.4925,0,0.459293,26916.234,0.240512
27.51,0,0.458709,26924.261,0.240536
27.5275,0,0.458125,26932.277,0.24056
27.545,0,0.457541,26940.283,0.240584
27.5625,0,0.456957,26948.277,0.240609
27.58,0,0.456374,26956.262,0.240633
27.5975,0,0.45579,26964.235,0.240657
27.615,0,0.455207,26972.198,0.240681
27.6325,0,0.454623,26980.151,0.240706
27.65,0,0.45404,26988.093,0.24073
27.6675,0,0.453457,26996.024,0.240754
27.685,0,0.452874,27003.945,0.240778
27.7025,0,0.452291,27011.855,0.240803
27.72,0,0.451708,27019.754,0.240827
27.7375,0,0.451125,27027.643,0.240852
27.755,0,0.450542,27035.521,0.240876
27.7725,0,0.449959,27043.388,0.2409
27.79,0,0.449376,27051.245,0.240925
27.8075,0,0.448794,27059.092,0.240949
27.825,0,0.448211,27066.927,0.240974
27.8425,0,0.447628,27074.753,0.240998
27.86,0,0.447046,27082.567,0.241023
27.8775,0,0.446464,27090.371,0.241048
27.895,0,0.445881,27098.165,0.241072
27.9125,0,0.445299,27105.947,0.241097
27.93,0,0.444717,27113.72,0.241122
27.9475,0,0.444135,27121.481,0.241146
27.965,0,0.443553,27129.232,0.241171
27.9825,0,0.442971,27136.973,0.241196
28,0,0.442389,27144.703,0.24122
28.0175,0,0.441807,27152.422,0.241245
28.035,0,0.441226,27160.131,0.24127
28.0525,0,0.440644,27167.829,0.241295
28.07,0,0.440063,27175.517,0.24132
28.0875,0,0.439481,27183.194,0.241345
28.105,0,0.4389,27190.861,0.24137
28.1225,0,0.438318,27198.517,0.241395
28.14,0,0.437737,27206.162,0.24142
28.1575,0,0.437156,27213.797,0.241444
28.175,0,0.436575,27221.421,0.24147
28.1925,0,0.435994,27229.035,0.241495
28.21,0,0.435413,27236.638,0.24152
28.2275,0,0.434832,27244.231,0.241545
28.245,0,0.434251,27251.813,0.24157
28.2625,0,0.43367,27259.384,0.241595
28.28,0,0.433089,27266.945,0.24162
28.2975,0,0.432509,27274.496,0.241645
28.315,0,0.431928,27282.036,0.241671
28.3325,0,0.431348,27289.565,0.241696
28.35,0,0.430767,27297.084,0.241721
28.3675,0,0.430187,27304.592,0.241746
28.385,0,0.429607,27312.09,0.241772
28.4025,0,0.429027,27319.578,0.241797
28.42,0,0.428446,27327.054,0.241823
28.4375,0,0.427866,27334.521,0.241848
28.455,0,0.427286,27341.976,0.241873
28.4725,0,0.426706,27349.421,0.241899
28.49,0,0.426127,27356.856,0.241924
28.5075,0,0.425547,27364.28,0.24195
28.525,0,0.424967,27371.694,0.241975
28.5425,0,0.424387,27379.097,0.242001
28.56,0,0.423808,27386.49,0.242027
28.5775,0,0.423228,27393.872,0.242052
28.595,0,0.422649,27401.243,0.242078
28.6125,0,0.42207,27408.605,0.242104
28.63,0,0.42149,27415.955,0.242129
28.6475,0,0.420911,27423.295,0.242155
28.665,0,0.420332,27430.625,0.242181
28.6825,0,0.419753,27437.944,0.242207
28.7,0,0.419174,27445.253,0.242232
28.7175,0,0.418595,27452.551,0.242258
28.735,0,0.418016,27459.838,0.242284
28.7525,0,0.417437,27467.116,0.24231
28.77,0,0.416858,27474.382,0.242336
28.7875,0,0.41628,27481.638,0.242362
28.805,0,0.415701,27488.884,0.242388
28.8225,0,0.415123,27496.119,0.242414
28.84,0,0.414544,27503.344,0.24244
28.8575,0,0.413966,27510.558,0.242466
28.875,0,0.413387,27517.762,0.242492
28.8925,0,0.412809,27524.955,0.242518
28.91,0,0.412231,27532.138,0.242545
28.9275,0,0.411653,27539.311,0.242571
28.945,0,0.411075,27546.473,0.242597
28.9625,0,0.410497,27553.624,0.242623
28.98,0,0.409919,27560.765,0.24265
28.9975,0,0.409341,27567.896,0.242676
29.015,0,0.408763,27575.016,0.242702
29.0325,0,0.408185,27582.125,0.242729
29.05,0,0.407608,27589.224,0.242755
29.0675,0,0.40703,27596.313,0.242781
29.085,0,0.406453,27603.391,0.242808
29.1025,0,0.405875,27610.459,0.242834
29.12,0,0.405298,27617.516,0.242861
29.1375,0,0.40472,27624.563,0.242888
29.155,0,0.404143,27631.6,0.242914
29.1725,0,0.403566,27638.626,0.242941
29.19,0,0.402989,27645.641,0.242967
29.2075,0,0.402412,27652.646,0.242994
29.225,0,0.401835,27659.641,0.243021
29.2425,0,0.401258,27666.625,0.243048
29.26,0,0.400681,27673.599,0.243074
29.2775,0,0.400104,27680.562,0.243101
29.295,0,0.399527,27687.515,0.243128
29.3125,0,0.398951,27694.458,0.243155
29.33,0,0.398374,27701.39,0.243182
29.3475,0,0.397798,27708.312,0.243209
29.365,0,0.397221,27715.223,0.243236
29.3825,0,0.396645,27722.124,0.243263
29.4,0,0.396069,27729.014,0.24329
29.4175,0,0.395492,27735.894,0.243317
29.435,0,0.394916,27742.764,0.243344
29.4525,0,0.39434,27749.623,0.243371
29.47,0,0.393764,27756.471,0.243398
29.4875,0,0.393188,27763.31,0.243425
29.505,0,0.392612,27770.138,0.243453
29.5225,0,0.392036,27776.955,0.24348
29.54,0,0.39146,27783.762,0.243507
29.5575,0,0.390885,27790.559,0.243535
29.575,0,0.390309,27797.345,0.243562
29.5925,0,0.389733,27804.121,0.243589
29.61,0,0.389158,27810.887,0.243617
29.6275,0,0.388582,27817.642,0.243644
29.645,0,0.388007,27824.386,0.243672
29.6625,0,0.387432,27831.121,0.243699
29.68,0,0.386856,27837.845,0.243727
29.6975,0,0.386281,27844.558,0.243754
29.715,0,0.385706,27851.261,0.243782
29.7325,0,0.385131,27857.954,0.24381
29.75,0,0.384556,27864.636,0.243837
29.7675,0,0.383981,27871.308,0.243865
29.785,0,0.383406,27877.97,0.243893
29.8025,0,0.382831,27884.621,0.243921
29.82,0,0.382256,27891.262,0.243949
29.8375,0,0.381682,27897.892,0.243976
29.855,0,0.381107,27904.512,0.244004
29.8725,0,0.380533,27911.122,0.244032
29.89,0,0.379958,27917.721,0.24406
29.9075,0,0.379384,27924.31,0.244088
29.925,0,0.378809,27930.889,0.244116
29.9425,0,0.378235,27937.457,0.244144
29.96,0,0.377661,27944.015,0.244173
29.9775,0,0.377087,27950.563,0.244201
29.995,0,0.376513,27957.1,0.244229
30.0125,0,0.375939,27963.627,0.244257
30.03,0,0.375365,27970.143,0.244285
30.0475,0,0.374791,27976.649,0.244314
30.065,0,0.374217,27983.145,0.244342
30.0825,0,0.373643,27989.63,0.24437
30.1,0,0.373069,27996.105,0.244399
30.1175,0,0.372496,28002.57,0.244427
30.135,0,0.371922,28009.024,0.244456
30.1525,0,0.371349,28015.468,0.244484
30.17,0,0.370775,28021.902,0.244513
30.1875,0,0.370202,28028.325,0.244541
30.205,0,0.369628,28034.738,0.24457
30.2225,0,0.369055,28041.14,0.244599
30.24,0,0.368482,28047.533,0.244627
30.2575,0,0.367909,28053.914,0.244656
30.275,0,0.367336,28060.286,0.244685
30.2925,0,0.366763,28066.647,0.244714
30.31,0,0.36619,28072.998,0.244743
30.3275,0,0.365617,28079.339,0.244772
30.345,0,0.365044,28085.669,0.244801
30.3625,0,0.364471,28091.989,0.24483
30.38,0,0.363899,28098.298,0.244859
30.3975,0,0.363326,28104.598,0.244888
30.415,0,0.362753,28110.887,0.244917
30.4325,0,0.362181,28117.165,0.244946
30.45,0,0.361609,28123.434,0.244975
30.4675,0,0.361036,28129.692,0.245004
30.485,0,0.360464,28135.939,0.245034
30.5025,0,0.359892,28142.177,0.245063
30.52,0,0.35932,28148.404,0.245092
30.5375,0,0.358747,28154.62,0.245122
30.555,0,0.358175,28160.827,0.245151
30.5725,0,0.357603,28167.023,0.245181
30.59,0,0.357031,28173.209,0.24521
30.6075,0,0.35646,28179.384,0.24524
30.625,0,0.355888,28185.549,0.245269
30.6425,0,0.355316,28191.704,0.245299
30.66,0,0.354744,28197.849,0.245329
30.6775,0,0.354173,28203.983,0.245358
30.695,0,0.353601,28210.107,0.245388
30.7125,0,0.35303,28216.221,0.245418
30.73,0,0.352458,28222.324,0.245448
30.7475,0,0.351887,28228.417,0.245478
30.765,0,0.351316,28234.5,0.245508
30.7825,0,0.350745,28240.572,0.245538
30.8,0,0.350174,28246.635,0.245568
30.8175,0,0.349602,28252.687,0.245598
30.835,0,0.349031,28258.728,0.245628
30.8525,0,0.34846,28264.76,0.245658
30.87,0,0.34789,28270.781,0.245688
30.8875,0,0.347319,28276.792,0.245718
30.905,0,0.346748,28282.792,0.245749
30.9225,0,0.346177,28288.782,0.245779
30.94,0,0.345607,28294.762,0.245809
30.9575,0,0.345036,28300.732,0.24584
30.975,0,0.344466,28306.691,0.24587
30.9925,0,0.343895,28312.64,0.245901
31.01,0,0.343325,28318.579,0.245931
31.0275,0,0.342755,28324.508,0.245962
31.045,0,0.342184,28330.426,0.245992
31.0625,0,0.341614,28336.334,0.246023
31.08,0,0.341044,28342.232,0.246054
31.0975,0,0.340474,28348.12,0.246085
31.115,0,0.339904,28353.997,0.246115
31.1325,0,0.339334,28359.864,0.246146
31.15,0,0.338764,28365.721,0.246177
31.1675,0,0.338194,28371.567,0.246208
31.185,0,0.337625,28377.403,0.246239
31.2025,0,0.337055,28383.229,0.24627
31.22,0,0.336485,28389.045,0.246301
31.2375,0,0.335916,28394.851,0.246332
31.255,0,0.335346,28400.646,0.246364
31.2725,0,0.334777,28406.431,0.246395
31.29,0,0.334208,28412.205,0.246426
31.3075,0,0.333638,28417.97,0.246457
31.325,0,0.333069,28423.724,0.246489
31.3425,0,0.3325,28429.468,0.24652
31.36,0,0.331931,28435.202,0.246552
31.3775,0,0.331362,28440.925,0.246583
31.395,0,0.330793,28446.639,0.246615
31.4125,0,0.330224,28452.342,0.246646
31.43,0,0.329655,28458.034,0.246678
31.4475,0,0.329086,28463.717,0.24671
31.465,0,0.328518,28469.389,0.246742
31.4825,0,0.327949,28475.051,0.246773
31.5,0,0.327381,28480.703,0.246805
31.5175,0,0.326812,28486.345,0.246837
31.535,0,0.326244,28491.976,0.246869
31.5525,0,0.325675,28497.597,0.246901
31.57,0,0.325107,28503.208,0.246933
31.5875,0,0.324539,28508.809,0.246965
31.605,0,0.323971,28514.399,0.246997
31.6225,0,0.323403,28519.98,0.24703
31.64,0,0.322835,28525.55,0.247062
31.6575,0,0.322267,28531.11,0.247094
31.675,0,0.321699,28536.659,0.247127
31.6925,0,0.321131,28542.199,0.247159
31.71,0,0.320563,28547.728,0.247192
31.7275,0,0.319995,28553.247,0.247224
31.745,0,0.319428,28558.755,0.247257
31.7625,0,0.31886,28564.254,0.247289
31.78,0,0.318293,28569.742,0.247322
31.7975,0,0.317725,28575.22,0.247355
31.815,0,0.317158,28580.688,0.247388
31.8325,0,0.31659,28586.146,0.247421
31.85,0,0.316023,28591.594,0.247453
31.8675,0,0.315456,28597.031,0.247486
31.885,0,0.314889,28602.458,0.247519
31.9025,0,0.314322,28607.875,0.247553
31.92,0,0.313755,28613.282,0.247586
31.9375,0,0.313188,28618.678,0.247619
31.955,0,0.312621,28624.064,0.247652
31.9725,0,0.312054,28629.44,0.247685
31.99,0,0.311488,28634.806,0.247719
32.0075,0,0.310921,28640.162,0.247752
32.025,0,0.310354,28645.508,0.247786
32.0425,0,0.309788,28650.843,0.247819
32.06,0,0.309222,28656.168,0.247853
32.0775,0,0.308655,28661.483,0.247887
32.095,0,0.308089,28666.788,0.24792
32.1125,0,0.307523,28672.082,0.247954
32.13,0,0.306956,28677.367,0.247988
32.1475,0,0.30639,28682.641,0.248022
32.165,0,0.305824,28687.905,0.248056
32.1825,0,0.305258,28693.159,0.24809
32.2,0,0.304693,28698.403,0.248124
32.2175,0,0.304127,28703.636,0.248158
32.235,0,0.303561,28708.859,0.248192
32.2525,0,0.302995,28714.072,0.248226
32.27,0,0.30243,28719.275,0.248261
32.2875,0,0.301864,28724.468,0.248295
32.305,0,0.301299,28729.651,0.248329
32.3225,0,0.300733,28734.823,0.248364
32.34,0,0.300168,28739.986,0.248398
32.3575,0,0.299603,28745.138,0.248433
32.375,0,0.299037,28750.28,0.248468
32.3925,0,0.298472,28755.411,0.248502
32.41,0,0.297907,28760.533,0.248537
32.4275,0,0.297342,28765.645,0.248572
32.445,0,0.296777,28770.746,0.248607
32.4625,0,0.296212,28775.837,0.248642
32.48,0,0.295648,28780.918,0.248677
32.4975,0,0.295083,28785.989,0.248712
32.515,0,0.294518,28791.049,0.248747
32.5325,0,0.293954,28796.1,0.248783
32.55,0,0.293389,28801.14,0.248818
32.5675,0,0.292825,28806.171,0.248853
32.585,0,0.29226,28811.191,0.248889
32.6025,0,0.291696,28816.201,0.248924
32.62,0,0.291132,28821.2,0.24896
32.6375,0,0.290568,28826.19,0.248996
32.655,0,0.290004,28831.169,0.249031
32.6725,0,0.28944,28836.139,0.249067
32.69,0,0.288876,28841.098,0.249103
32.7075,0,0.288312,28846.047,0.249139
32.725,0,0.287748,28850.986,0.249175
32.7425,0,0.287184,28855.914,0.249211
32.76,0,0.286621,28860.833,0.249247
32.7775,0,0.286057,28865.742,0.249283
32.795,0,0.285494,28870.64,0.249319
32.8125,0,0.28493,28875.528,0.249356
32.83,0,0.284367,28880.406,0.249392
32.8475,0,0.283804,28885.274,0.249429
32.865,0,0.28324,28890.132,0.249465
32.8825,0,0.282677,28894.979,0.249502
32.9,0,0.282114,28899.817,0.249538
32.9175,0,0.281551,28904.644,0.249575
32.935,0,0.280988,28909.462,0.249612
32.9525,0,0.280425,28914.269,0.249649
32.97,0,0.279863,28919.066,0.249686
32.9875,0,0.2793,28923.853,0.249723
33.005,0,0.278737,28928.629,0.24976
33.0225,0,0.278175,28933.396,0.249797
33.04,0,0.277612,28938.153,0.249835
33.0575,0,0.27705,28942.899,0.249872
33.075,0,0.276488,28947.635,0.249909
33.0925,0,0.275926,28952.361,0.249947
33.11,0,0.275363,28957.077,0.249984
33.1275,0,0.274801,28961.783,0.250022
33.145,0,0.274239,28966.479,0.25006
33.1625,0,0.273677,28971.165,0.250098
33.18,0,0.273116,28975.84,0.250135
33.1975,0,0.272554,28980.506,0.250173
33.215,0,0.271992,28985.161,0.250211
33.2325,0,0.27143,28989.806,0.25025
33.25,0,0.270869,28994.442,0.250288
33.2675,0,0.270307,28999.067,0.250326
33.285,0,0.269746,29003.682,0.250364
33.3025,0,0.269185,29008.286,0.250403
33.32,0,0.268624,29012.881,0.250441
33.3375,0,0.268062,29017.466,0.25048
33.355,0,0.267501,29022.04,0.250519
33.3725,0,0.26694,29026.605,0.250557
33.39,0,0.266379,29031.159,0.250596
33.4075,0,0.265819,29035.703,0.250635
33.425,0,0.265258,29040.237,0.250674
33.4425,0,0.264697,29044.761,0.250713
33.46,0,0.264137,29049.275,0.250752
33.4775,0,0.263576,29053.779,0.250792
33.495,0,0.263016,29058.273,0.250831
33.5125,0,0.262455,29062.756,0.25087
33.53,0,0.261895,29067.23,0.25091
33.5475,0,0.261335,29071.693,0.25095
33.565,0,0.260775,29076.147,0.250989
33.5825,0,0.260215,29080.59,0.251029
33.6,0,0.259655,29085.023,0.251069
33.6175,0,0.259095,29089.446,0.251109
33.635,0,0.258535,29093.859,0.251149
33.6525,0,0.257976,29098.262,0.251189
33.67,0,0.257416,29102.655,0.251229
33.6875,0,0.256857,29107.038,0.25127
33.705,0,0.256297,29111.411,0.25131
33.7225,0,0.255738,29115.773,0.25135
33.74,0,0.255179,29120.126,0.251391
33.7575,0,0.254619,29124.468,0.251432
33.775,0,0.25406,29128.801,0.251473
33.7925,0,0.253501,29133.123,0.251513
33.81,0,0.252942,29137.435,0.251554
33.8275,0,0.252384,29141.737,0.251595
33.845,0,0.251825,29146.029,0.251637
33.8625,0,0.251266,29150.312,0.251678
33.88,0,0.250708,29154.583,0.251719
33.8975,0,0.250149,29158.845,0.251761
33.915,0,0.249591,29163.097,0.251802
33.9325,0,0.249032,29167.339,0.251844
33.95,0,0.248474,29171.571,0.251886
33.9675,0,0.247916,29175.792,0.251927
33.985,0,0.247358,29180.004,0.251969
34.0025,0,0.2468,29184.205,0.252011
34.02,0,0.246242,29188.397,0.252054
34.0375,0,0.245685,29192.578,0.252096
34.055,0,0.245127,29196.749,0.252138
34.0725,0,0.244569,29200.91,0.252181
34.09,0,0.244012,29205.062,0.252223
34.1075,0,0.243455,29209.203,0.252266
34.125,0,0.242897,29213.334,0.252309
34.1425,0,0.24234,29217.455,0.252352
34.16,0,0.241783,29221.566,0.252395
34.1775,0,0.241226,29225.667,0.252438
34.195,0,0.240669,29229.757,0.252481
34.2125,0,0.240112,29233.838,0.252524
34.23,0,0.239556,29237.909,0.252568
34.2475,0,0.238999,29241.97,0.252611
34.265,0,0.238442,29246.02,0.252655
34.2825,0,0.237886,29250.061,0.252699
34.3,0,0.23733,29254.091,0.252743
34.3175,0,0.236773,29258.112,0.252787
34.335,0,0.236217,29262.122,0.252831
34.3525,0,0.235661,29266.123,0.252875
34.37,0,0.235105,29270.113,0.252919
34.3875,0,0.234549,29274.093,0.252964
34.405,0,0.233994,29278.064,0.253008
34.4225,0,0.233438,29282.024,0.253053
34.44,0,0.232883,29285.974,0.253098
34.4575,0,0.232327,29289.914,0.253143
34.475,0,0.231772,29293.844,0.253188
34.4925,0,0.231217,29297.764,0.253233
34.51,0,0.230661,29301.674,0.253278
34.5275,0,0.230106,29305.574,0.253324
34.545,0,0.229552,29309.464,0.253369
34.5625,0,0.228997,29313.344,0.253415
34.58,0,0.228442,29317.214,0.253461
34.5975,0,0.227887,29321.074,0.253507
34.615,0,0.227333,29324.924,0.253553
34.6325,0,0.226778,29328.764,0.253599
34.65,0,0.226224,29332.594,0.253645
34.6675,0,0.22567,29336.413,0.253692
34.685,0,0.225116,29340.223,0.253738
34.7025,0,0.224562,29344.023,0.253785
34.72,0,0.224008,29347.812,0.253832
34.7375,0,0.223454,29351.592,0.253879
34.755,0,0.222901,29355.362,0.253926
34.7725,0,0.222347,29359.121,0.253973
34.79,0,0.221794,29362.871,0.254021
34.8075,0,0.221241,29366.61,0.254068
34.825,0,0.220687,29370.34,0.254116
34.8425,0,0.220134,29374.059,0.254164
34.86,0,0.219581,29377.769,0.254211
34.8775,0,0.219029,29381.468,0.25426
34.895,0,0.218476,29385.158,0.254308
34.9125,0,0.217923,29388.837,0.254356
34.93,0,0.217371,29392.507,0.254405
34.9475,0,0.216818,29396.166,0.254453
34.965,0,0.216266,29399.816,0.254502
34.9825,0,0.215714,29403.455,0.254551
35,0,0.215162,29407.084,0.2546
35.0175,0,0.21461,29410.704,0.25465
35.035,0,0.214058,29414.313,0.254699
35.0525,0,0.213507,29417.912,0.254749
35.07,0,0.212955,29421.502,0.254798
35.0875,0,0.212404,29425.081,0.254848
35.105,0,0.211852,29428.65,0.254898
35.1225,0,0.211301,29432.21,0.254949
35.14,0,0.21075,29435.759,0.254999
35.1575,0,0.210199,29439.298,0.255049
35.175,0,0.209649,29442.828,0.2551
35.1925,0,0.209098,29446.347,0.255151
35.21,0,0.208547,29449.856,0.255202
35.2275,0,0.207997,29453.356,0.255253
35.245,0,0.207447,29456.845,0.255305
35.2625,0,0.206897,29460.324,0.255356
35.28,0,0.206347,29463.793,0.255408
35.2975,0,0.205797,29467.253,0.25546
35.315,0,0.205247,29470.702,0.255512
35.3325,0,0.204697,29474.141,0.255564
35.35,0,0.204148,29477.571,0.255617
35.3675,0,0.203599,29480.99,0.255669
35.385,0,0.203049,29484.399,0.255722
35.4025,0,0.2025,29487.799,0.255775
35.42,0,0.201951,29491.188,0.255828
35.4375,0,0.201403,29494.567,0.255881
35.455,0,0.200854,29497.937,0.255935
35.4725,0,0.200306,29501.296,0.255989
35.49,0,0.199757,29504.645,0.256043
35.5075,0,0.199209,29507.985,0.256097
35.525,0,0.198661,29511.314,0.256151
35.5425,0,0.198113,29514.633,0.256206
35.56,0,0.197565,29517.943,0.25626
35.5775,0,0.197018,29521.242,0.256315
35.595,0,0.19647,29524.532,0.25637
35.6125,0,0.195923,29527.811,0.256426
35.63,0,0.195376,29531.081,0.256481
35.6475,0,0.194829,29534.34,0.256537
35.665,0,0.194282,29537.59,0.256593
35.6825,0,0.193735,29540.829,0.256649
35.7,0,0.193188,29544.059,0.256706
35.7175,0,0.192642,29547.278,0.256762
35.735,0,0.192096,29550.488,0.256819
35.7525,0,0.19155,29553.687,0.256876
35.77,0,0.191004,29556.877,0.256933
35.7875,0,0.190458,29560.057,0.256991
35.805,0,0.189912,29563.226,0.257049
35.8225,0,0.189367,29566.386,0.257107
35.84,0,0.188821,29569.536,0.257165
35.8575,0,0.188276,29572.676,0.257224
35.875,0,0.187731,29575.805,0.257282
35.8925,0,0.187187,29578.925,0.257341
35.91,0,0.186642,29582.035,0.2574
35.9275,0,0.186097,29585.135,0.25746
35.945,0,0.185553,29588.225,0.25752
35.9625,0,0.185009,29591.305,0.25758
35.98,0,0.184465,29594.375,0.25764
35.9975,0,0.183921,29597.435,0.2577
36.015,0,0.183378,29600.485,0.257761
36.0325,0,0.182834,29603.525,0.257822
36.05,0,0.182291,29606.555,0.257884
36.0675,0,0.181748,29609.575,0.257945
36.085,0,0.181205,29612.585,0.258007
36.1025,0,0.180662,29615.585,0.258069
36.12,0,0.18012,29618.576,0.258132
36.1375,0,0.179578,29621.556,0.258195
36.155,0,0.179035,29624.526,0.258258
36.1725,0,0.178493,29627.487,0.258321
36.19,0,0.177952,29630.437,0.258385
36.2075,0,0.17741,29633.377,0.258449
36.225,0,0.176869,29636.308,0.258513
36.2425,0,0.176328,29639.228,0.258578
36.26,0,0.175787,29642.139,0.258643
36.2775,0,0.175246,29645.039,0.258708
36.295,0,0.174705,29647.93,0.258773
36.3125,0,0.174165,29650.811,0.258839
36.33,0,0.173625,29653.681,0.258906
36.3475,0,0.173085,29656.542,0.258972
36.365,0,0.172545,29659.393,0.259039
36.3825,0,0.172005,29662.234,0.259107
36.4,0,0.171466,29665.065,0.259174
36.4175,0,0.170927,29667.886,0.259242
36.435,0,0.170388,29670.697,0.259311
36.4525,0,0.169849,29673.498,0.25938
36.47,0,0.169311,29676.289,0.259449
36.4875,0,0.168772,29679.07,0.259518
36.505,0,0.168234,29681.841,0.259588
36.5225,0,0.167696,29684.603,0.259659
36.54,0,0.167159,29687.354,0.259729
36.5575,0,0.166621,29690.095,0.2598
36.575,0,0.166084,29692.827,0.259872
36.5925,0,0.165547,29695.548,0.259944
36.61,0,0.165011,29698.26,0.260017
36.6275,0,0.164474,29700.961,0.260089
36.645,0,0.163938,29703.653,0.260163
36.6625,0,0.163402,29706.335,0.260237
36.68,0,0.162866,29709.006,0.260311
36.6975,0,0.162331,29711.668,0.260386
36.715,0,0.161796,29714.32,0.260461
36.7325,0,0.16126,29716.962,0.260536
36.75,0,0.160726,29719.594,0.260613
36.7675,0,0.160191,29722.216,0.260689
36.785,0,0.159657,29724.828,0.260766
36.8025,0,0.159123,29727.43,0.260844
36.82,0,0.158589,29730.022,0.260922
36.8375,0,0.158056,29732.605,0.261001
36.855,0,0.157523,29735.177,0.26108
