Time,Thrust,Mach number,Altitude,Cd
,N,,Feet,
36.8725,0,0.15699,29737.739,0.26116
36.89,0,0.156457,29740.292,0.261241
36.9075,0,0.155924,29742.835,0.261322
36.925,0,0.155392,29745.367,0.261403
36.9425,0,0.15486,29747.89,0.261486
36.96,0,0.154329,29750.403,0.261568
36.9775,0,0.153798,29752.905,0.261652
36.995,0,0.153267,29755.398,0.261736
37.0125,0,0.152736,29757.881,0.261821
37.03,0,0.152205,29760.354,0.261906
37.0475,0,0.151675,29762.817,0.261992
37.065,0,0.151145,29765.27,0.262079
37.0825,0,0.150616,29767.714,0.262166
37.1,0,0.150087,29770.147,0.262254
37.1175,0,0.149558,29772.57,0.262343
37.135,0,0.149029,29774.984,0.262432
37.1525,0,0.148501,29777.387,0.262523
37.17,0,0.147973,29779.781,0.262614
37.1875,0,0.147445,29782.165,0.262706
37.205,0,0.146918,29784.538,0.262798
37.2225,0,0.146391,29786.902,0.262892
37.24,0,0.145864,29789.256,0.262986
37.2575,0,0.145337,29791.6,0.263081
37.275,0,0.144811,29793.934,0.263177
37.2925,0,0.144286,29796.258,0.263274
37.31,0,0.14376,29798.572,0.263372
37.3275,0,0.143235,29800.877,0.263471
37.345,0,0.142711,29803.171,0.26357
37.3625,0,0.142186,29805.455,0.263671
37.38,0,0.141662,29807.73,0.263772
37.3975,0,0.141139,29809.994,0.263875
37.415,0,0.140615,29812.249,0.263979
37.4325,0,0.140092,29814.494,0.264083
37.45,0,0.13957,29816.729,0.264189
37.4675,0,0.139048,29818.954,0.264296
37.485,0,0.138526,29821.169,0.264404
37.5025,0,0.138005,29823.374,0.264513
37.52,0,0.137484,29825.569,0.264623
37.5375,0,0.136963,29827.754,0.264734
37.555,0,0.136443,29829.93,0.264847
37.5725,0,0.135923,29832.095,0.264961
37.59,0,0.135404,29834.25,0.265076
37.6075,0,0.134884,29836.396,0.265193
37.625,0,0.134366,29838.532,0.265311
37.6425,0,0.133848,29840.657,0.26543
37.66,0,0.13333,29842.773,0.26555
37.6775,0,0.132813,29844.879,0.265672
37.695,0,0.132296,29846.975,0.265796
37.7125,0,0.131779,29849.061,0.265921
37.73,0,0.131263,29851.138,0.266047
37.7475,0,0.130748,29853.204,0.266176
37.765,0,0.130232,29855.26,0.266305
37.7825,0,0.129718,29857.307,0.266437
37.8,0,0.129204,29859.343,0.26657
37.8175,0,0.12869,29861.37,0.266705
37.835,0,0.128177,29863.387,0.266841
37.8525,0,0.127664,29865.394,0.26698
37.87,0,0.127151,29867.391,0.26712
37.8875,0,0.12664,29869.378,0.267262
37.905,0,0.126128,29871.355,0.267407
37.9225,0,0.125617,29873.322,0.267553
37.94,0,0.125107,29875.279,0.267701
37.9575,0,0.124597,29877.227,0.267852
37.975,0,0.124088,29879.164,0.268004
37.9925,0,0.123579,29881.092,0.268159
38.01,0,0.123071,29883.01,0.268316
38.0275,0,0.122563,29884.917,0.268476
38.045,0,0.122056,29886.815,0.268637
38.0625,0,0.12155,29888.703,0.268802
38.08,0,0.121043,29890.581,0.268969
38.0975,0,0.120538,29892.45,0.269138
38.115,0,0.120033,29894.308,0.26931
38.1325,0,0.119529,29896.156,0.269485
38.15,0,0.119025,29897.995,0.269663
38.1675,0,0.118522,29899.823,0.269843
38.185,0,0.118019,29901.642,0.270027
38.2025,0,0.117517,29903.451,0.270214
38.22,0,0.117016,29905.25,0.270403
38.2375,0,0.116515,29907.039,0.270596
38.255,0,0.116015,29908.818,0.270793
38.2725,0,0.115516,29910.587,0.270992
38.29,0,0.115017,29912.347,0.271195
38.3075,0,0.114519,29914.096,0.271402
38.325,0,0.114021,29915.836,0.271612
38.3425,0,0.113524,29917.565,0.271826
38.36,0,0.113028,29919.285,0.272044
38.3775,0,0.112533,29920.995,0.272266
38.395,0,0.112038,29922.695,0.272492
38.4125,0,0.111544,29924.385,0.272723
38.43,0,0.111051,29926.065,0.272957
38.4475,0,0.110558,29927.735,0.273196
38.465,0,0.110066,29929.396,0.27344
38.4825,0,0.109575,29931.046,0.273688
38.5,0,0.109085,29932.687,0.273941
38.5175,0,0.108595,29934.317,0.274199
38.535,0,0.108106,29935.938,0.274462
38.5525,0,0.107618,29937.549,0.274731
38.57,0,0.107131,29939.15,0.275005
38.5875,0,0.106645,29940.741,0.275284
38.605,0,0.106159,29942.323,0.275569
38.6225,0,0.105674,29943.894,0.27586
38.64,0,0.10519,29945.455,0.276157
38.6575,0,0.104707,29947.007,0.27646
38.675,0,0.104225,29948.549,0.276769
38.6925,0,0.103743,29950.08,0.277085
38.71,0,0.103263,29951.602,0.277408
38.7275,0,0.102783,29953.114,0.277738
38.745,0,0.102305,29954.617,0.278075
38.7625,0,0.101827,29956.109,0.278419
38.78,0,0.10135,29957.591,0.278771
38.7975,0,0.100874,29959.064,0.27913
38.815,0,0.100399,29960.526,0.279498
38.8325,0,0.099925,29961.979,0.279873
38.85,0,0.099452,29963.422,0.280257
38.8675,0,0.098981,29964.855,0.28065
38.885,0,0.09851,29966.278,0.281052
38.9025,0,0.09804,29967.691,0.281463
38.92,0,0.097571,29969.094,0.281883
38.9375,0,0.097103,29970.488,0.282313
38.955,0,0.096636,29971.871,0.282753
38.9725,0,0.096171,29973.245,0.283204
38.99,0,0.095706,29974.609,0.283665
39.0075,0,0.095243,29975.963,0.284136
39.025,0,0.094781,29977.307,0.284619
39.0425,0,0.09432,29978.641,0.285114
39.06,0,0.09386,29979.965,0.285621
39.0775,0,0.093401,29981.279,0.286139
39.095,0,0.092944,29982.584,0.28667
39.1125,0,0.092487,29983.878,0.287215
39.13,0,0.092032,29985.163,0.287772
39.1475,0,0.091579,29986.438,0.288343
39.165,0,0.091126,29987.703,0.288928
39.1825,0,0.090675,29988.958,0.289528
39.2,0,0.090225,29990.203,0.290142
39.2175,0,0.089776,29991.438,0.290772
39.235,0,0.089329,29992.664,0.291424
39.2525,0,0.088884,29993.88,0.292097
39.27,0,0.088439,29995.085,0.292787
39.2875,0,0.087996,29996.281,0.293493
39.305,0,0.087555,29997.467,0.294217
39.3225,0,0.087115,29998.643,0.294959
39.34,0,0.086676,29999.809,0.295718
39.3575,0,0.086239,30000.965,0.296497
39.375,0,0.085804,30002.112,0.297295
39.3925,0,0.08537,30003.248,0.298112
39.41,0,0.084937,30004.375,0.29895
39.4275,0,0.084506,30005.492,0.299809
39.445,0,0.084077,30006.599,0.300689
39.4625,0,0.08365,30007.696,0.301591
39.48,0,0.083224,30008.783,0.302516
39.4975,0,0.0828,30009.86,0.303463
39.515,0,0.082377,30010.928,0.304435
39.5325,0,0.081957,30011.985,0.305431
39.55,0,0.081538,30013.033,0.306453
39.5675,0,0.081121,30014.071,0.3075
39.585,0,0.080706,30015.099,0.308574
39.6025,0,0.080292,30016.117,0.309675
39.62,0,0.079881,30017.125,0.310803
39.6375,0,0.079471,30018.123,0.311961
39.655,0,0.079064,30019.112,0.313147
39.6725,0,0.078658,30020.09,0.314364
39.69,0,0.078255,30021.059,0.315612
39.7075,0,0.077853,30022.018,0.316891
39.725,0,0.077454,30022.967,0.318203
39.7425,0,0.077056,30023.906,0.319549
39.76,0,0.076661,30024.835,0.320928
39.7775,0,0.076268,30025.755,0.322343
39.795,0,0.075877,30026.664,0.323793
39.8125,0,0.075489,30027.564,0.32528
39.83,0,0.075102,30028.453,0.326805
39.8475,0,0.074719,30029.333,0.328368
39.865,0,0.074337,30030.203,0.329971
39.8825,0,0.073958,30031.063,0.331615
39.9,0,0.073581,30031.914,0.3333
39.9175,0,0.073207,30032.754,0.335027
39.935,0,0.072835,30033.584,0.336798
39.9525,0,0.072465,30034.405,0.338613
39.97,0,0.072099,30035.216,0.340473
39.9875,0,0.071734,30036.017,0.34238
40.005,0,0.071373,30036.808,0.344334
40.0225,0,0.071014,30037.589,0.346337
40.04,0,0.070658,30038.36,0.348389
40.0575,0,0.070305,30039.122,0.350492
40.075,0,0.069954,30039.873,0.352647
40.0925,0,0.069607,30040.615,0.354855
40.11,0,0.069262,30041.347,0.357116
40.1275,0,0.06892,30042.069,0.359433
40.145,0,0.068581,30042.781,0.361805
40.1625,0,0.068246,30043.483,0.364235
40.18,0,0.067913,30044.175,0.366723
40.1975,0,0.067584,30044.858,0.369271
40.215,0,0.067257,30045.531,0.371879
40.2325,0,0.066934,30046.193,0.374549
40.25,0,0.066614,30046.846,0.377282
40.2675,0,0.066298,30047.489,0.380078
40.285,0,0.065984,30048.122,0.38294
40.3025,0,0.065674,30048.746,0.385867
40.32,0,0.065368,30049.359,0.388862
40.3375,0,0.065065,30049.963,0.391925
40.355,0,0.064766,30050.556,0.395058
40.3725,0,0.06447,30051.14,0.398261
40.39,0,0.064178,30051.714,0.401535
40.4075,0,0.06389,30052.278,0.404882
40.425,0,0.063605,30052.833,0.408302
40.4425,0,0.063324,30053.377,0.411797
40.46,0,0.063047,30053.911,0.415367
40.4775,0,0.062774,30054.436,0.419013
40.495,0,0.062505,30054.951,0.422737
40.5125,0,0.06224,30055.456,0.426539
40.53,0,0.061979,30055.951,0.430419
40.5475,0,0.061722,30056.436,0.434379
40.565,0,0.061469,30056.911,0.43842
40.5825,0,0.06122,30057.377,0.442542
40.6,0,0.060976,30057.833,0.446745
40.6175,0,0.060736,30058.278,0.451031
40.635,0,0.0605,30058.714,0.4554
40.6525,0,0.060269,30059.14,0.459852
40.67,0,0.060042,30059.556,0.464388
40.6875,0,0.05982,30059.963,0.469009
40.705,0,0.059602,30060.359,0.473714
40.7225,0,0.059389,30060.746,0.478503
40.74,0,0.05918,30061.122,0.483378
40.7575,0,0.058977,30061.489,0.488338
40.775,0,0.058778,30061.846,0.493382
40.7925,0,0.058583,30062.193,0.498513
40.81,0,0.058394,30062.531,0.503728
40.8275,0,0.05821,30062.858,0.509028
40.845,0,0.05803,30063.175,0.514412
40.8625,0,0.057856,30063.483,0.519881
40.88,0,0.057686,30063.781,0.525433
40.8975,0,0.057522,30064.069,0.531068
40.915,0,0.057362,30064.347,0.536786
40.9325,0,0.057208,30064.615,0.542586
40.95,0,0.057059,30064.874,0.548466
40.9675,0,0.056916,30065.122,0.554426
40.985,0,0.056777,30065.361,0.560464
41.0025,0,0.056644,30065.59,0.56658
41.02,0,0.056517,30065.809,0.572772
41.0375,0,0.056394,30066.018,0.579039
41.055,0,0.056277,30066.217,0.585379
41.0725,0,0.056166,30066.406,0.591791
41.09,0,0.05606,30066.586,0.598272
41.1075,0,0.05596,30066.755,0.604821
41.125,0,0.055865,30066.915,0.611436
41.1425,0,0.055776,30067.065,0.618115
41.16,0,0.055692,30067.205,0.624855
41.1775,0,0.055614,30067.336,0.631655
41.195,0,0.055542,30067.456,0.638511
41.2125,0,0.055475,30067.566,0.645421
41.23,0,0.055415,30067.667,0.652383
41.2475,0,0.055359,30067.758,0.659394
41.265,0,0.05531,30067.839,0.66645
41.2825,0,0.055266,30067.91,0.673549
41.3,0,0.055228,30067.971,0.680687
41.3175,0,0.055196,30068.022,0.687862
41.335,0,0.05517,30068.064,0.69507
41.3525,0,0.055149,30068.096,0.702308
41.37,0,0.055135,30068.117,0.709572
