# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
329.073,24641.714,-1337.61,-4.348,1445581.733,4.578,0.239
329.123,24574.828,-1337.823,-4.19,1445581.733,4.58,0.238
329.173,24507.932,-1338.028,-4.014,1445581.733,4.581,0.238
329.223,24441.026,-1338.224,-3.812,1445581.733,4.583,0.238
329.273,24374.11,-1338.409,-3.585,1445581.733,4.584,0.238
329.323,24307.185,-1338.582,-3.338,1445581.733,4.586,0.238
329.373,24240.252,-1338.743,-3.065,1445581.733,4.587,0.238
329.423,24173.311,-1338.888,-2.766,1445581.733,4.588,0.238
329.473,24106.363,-1339.019,-2.443,1445581.733,4.59,0.237
329.523,24039.409,-1339.132,-2.095,1445581.733,4.591,0.237
329.573,23972.45,-1339.228,-1.718,1445581.733,4.592,0.237
329.623,23905.487,-1339.304,-1.309,1445581.733,4.594,0.237
329.673,23838.52,-1339.358,-0.87,1445581.733,4.595,0.237
329.723,23771.551,-1339.39,-0.405,1445581.733,4.596,0.237
329.773,23704.582,-1339.398,0.081,1445581.733,4.597,0.237
329.823,23637.612,-1339.382,0.582,1445581.733,4.598,0.237
329.873,23570.644,-1339.34,1.092,1445581.733,4.599,0.236
329.923,23503.679,-1339.272,1.603,1445581.733,4.6,0.236
329.973,23436.717,-1339.179,2.121,1445581.733,4.601,0.236
330.023,23369.761,-1339.06,2.628,1445581.733,4.601,0.236
330.073,23302.811,-1338.917,3.109,1445581.733,4.602,0.236
330.123,23235.87,-1338.75,3.555,1445581.733,4.603,0.236
330.173,23168.937,-1338.562,3.952,1445581.733,4.603,0.236
330.223,23102.014,-1338.356,4.295,1445581.733,4.604,0.236
330.273,23035.102,-1338.134,4.574,1445581.733,4.605,0.235
330.323,22968.201,-1337.899,4.79,1445581.733,4.605,0.235
330.373,22901.312,-1337.656,4.935,1445581.733,4.606,0.235
330.423,22834.435,-1337.407,5.005,1445581.733,4.606,0.235
330.473,22767.571,-1337.157,4.999,1445581.733,4.607,0.235
330.523,22700.719,-1336.909,4.92,1445581.733,4.608,0.235
330.573,22633.88,-1336.666,4.782,1445581.733,4.608,0.235
330.623,22567.053,-1336.431,4.582,1445581.733,4.609,0.235
330.673,22500.237,-1336.209,4.33,1445581.733,4.609,0.235
330.723,22433.432,-1335.999,4.052,1445581.733,4.61,0.234
330.773,22366.637,-1335.804,3.737,1445581.733,4.61,0.234
330.823,22299.851,-1335.626,3.401,1445581.733,4.611,0.234
330.873,22233.074,-1335.464,3.062,1445581.733,4.612,0.234
330.923,22166.304,-1335.319,2.723,1445581.733,4.612,0.234
330.973,22099.542,-1335.192,2.39,1445581.733,4.613,0.234
331.023,22032.785,-1335.08,2.067,1445581.733,4.614,0.234
331.073,21966.033,-1334.985,1.773,1445581.733,4.615,0.234
331.123,21899.286,-1334.903,1.512,1445581.733,4.616,0.234
331.173,21832.543,-1334.833,1.279,1445581.733,4.617,0.233
331.223,21765.803,-1334.774,1.077,1445581.733,4.618,0.233
331.273,21699.065,-1334.725,0.91,1445581.733,4.619,0.233
331.323,21632.33,-1334.683,0.777,1445581.733,4.62,0.233
331.373,21565.597,-1334.647,0.682,1445581.733,4.621,0.233
331.423,21498.865,-1334.614,0.626,1445581.733,4.621,0.233
331.473,21432.135,-1334.583,0.613,1445581.733,4.622,0.233
331.523,21365.407,-1334.552,0.639,1445581.733,4.623,0.233
331.573,21298.68,-1334.519,0.71,1445581.733,4.624,0.233
331.623,21231.955,-1334.48,0.825,1445581.733,4.625,0.232
331.673,21165.232,-1334.435,0.983,1445581.733,4.626,0.232
331.723,21098.512,-1334.381,1.187,1445581.733,4.627,0.232
331.773,21031.794,-1334.316,1.441,1445581.733,4.628,0.232
331.823,20965.08,-1334.236,1.75,1445581.733,4.629,0.232
331.873,20898.371,-1334.14,2.115,1445581.733,4.63,0.232
331.923,20831.667,-1334.024,2.542,1445581.733,4.63,0.232
331.973,20764.969,-1333.885,3.025,1445581.733,4.631,0.232
332.023,20698.279,-1333.72,3.569,1445581.733,4.632,0.232
332.073,20631.597,-1333.527,4.18,1445581.733,4.632,0.231
332.123,20564.927,-1333.301,4.844,1445581.733,4.633,0.231
332.173,20498.268,-1333.041,5.565,1445581.733,4.633,0.231
332.223,20431.623,-1332.743,6.353,1445581.733,4.634,0.231
332.273,20364.994,-1332.405,7.187,1445581.733,4.634,0.231
332.323,20298.383,-1332.024,8.058,1445581.733,4.635,0.231
332.373,20231.793,-1331.599,8.952,1445581.733,4.635,0.231
332.423,20165.224,-1331.129,9.849,1445581.733,4.635,0.231
332.473,20098.68,-1330.614,10.724,1445581.733,4.635,0.231
332.523,20032.164,-1330.057,11.56,1445581.733,4.635,0.231
332.573,19965.676,-1329.459,12.337,1445581.733,4.634,0.23
332.623,19899.218,-1328.824,13.02,1445581.733,4.633,0.23
332.673,19832.794,-1328.159,13.587,1445581.733,4.632,0.23
332.723,19766.403,-1327.468,14.028,1445581.733,4.631,0.23
332.773,19700.047,-1326.758,14.322,1445581.733,4.63,0.23
332.823,19633.727,-1326.038,14.465,1445581.733,4.629,0.23
332.873,19567.443,-1325.315,14.448,1445581.733,4.628,0.23
332.923,19501.196,-1324.596,14.281,1445581.733,4.627,0.23
332.973,19434.984,-1323.888,13.999,1445581.733,4.626,0.23
333.023,19368.807,-1323.198,13.614,1445581.733,4.625,0.23
333.073,19302.663,-1322.528,13.145,1445581.733,4.624,0.23
333.123,19236.553,-1321.884,12.609,1445581.733,4.623,0.23
333.173,19170.475,-1321.268,12.042,1445581.733,4.622,0.23
333.223,19104.426,-1320.68,11.473,1445581.733,4.621,0.23
333.273,19038.406,-1320.121,10.916,1445581.733,4.621,0.23
333.323,18972.413,-1319.588,10.399,1445581.733,4.62,0.23
333.373,18906.447,-1319.08,9.943,1445581.733,4.619,0.23
333.423,18840.505,-1318.593,9.544,1445581.733,4.619,0.229
333.473,18774.587,-1318.125,9.208,1445581.733,4.618,0.229
333.523,18708.692,-1317.671,8.953,1445581.733,4.618,0.229
333.573,18642.82,-1317.228,8.781,1445581.733,4.617,0.229
333.623,18576.969,-1316.792,8.687,1445581.733,4.616,0.229
333.673,18511.141,-1316.358,8.686,1445581.733,4.616,0.229
333.723,18445.334,-1315.922,8.79,1445581.733,4.616,0.229
333.773,18379.549,-1315.477,9,1445581.733,4.615,0.229
333.823,18313.786,-1315.02,9.314,1445581.733,4.614,0.229
333.873,18248.047,-1314.544,9.735,1445581.733,4.614,0.229
333.923,18182.332,-1314.045,10.265,1445581.733,4.613,0.229
333.973,18116.643,-1313.516,10.895,1445581.733,4.612,0.229
334.023,18050.981,-1312.953,11.632,1445581.733,4.612,0.229
334.073,17985.348,-1312.351,12.484,1445581.733,4.611,0.229
334.123,17919.747,-1311.703,13.452,1445581.733,4.61,0.229
334.173,17854.179,-1311.004,14.508,1445581.733,4.609,0.228
334.223,17788.647,-1310.25,15.649,1445581.733,4.608,0.228
334.273,17723.155,-1309.438,16.86,1445581.733,4.607,0.228
334.323,17657.705,-1308.564,18.114,1445581.733,4.606,0.228
334.373,17592.3,-1307.626,19.375,1445581.733,4.604,0.228
334.423,17526.943,-1306.626,20.594,1445581.733,4.602,0.228
334.473,17461.638,-1305.567,21.753,1445581.733,4.601,0.228
334.523,17396.387,-1304.453,22.799,1445581.733,4.599,0.228
334.573,17331.193,-1303.29,23.669,1445581.733,4.597,0.228
334.623,17266.059,-1302.089,24.338,1445581.733,4.595,0.228
334.673,17200.985,-1300.86,24.792,1445581.733,4.593,0.228
334.723,17135.973,-1299.614,25.014,1445581.733,4.591,0.228
334.773,17071.024,-1298.362,25.011,1445581.733,4.589,0.228
334.823,17006.137,-1297.116,24.794,1445581.733,4.587,0.228
334.873,16941.312,-1295.886,24.405,1445581.733,4.585,0.228
334.923,16876.548,-1294.678,23.861,1445581.733,4.583,0.228
334.973,16811.843,-1293.502,23.212,1445581.733,4.581,0.228
335.023,16747.197,-1292.359,22.506,1445581.733,4.579,0.228
335.073,16682.607,-1291.252,21.769,1445581.733,4.578,0.228
335.123,16618.071,-1290.182,21.058,1445581.733,4.576,0.228
335.173,16553.588,-1289.145,20.409,1445581.733,4.574,0.228
335.223,16489.156,-1288.14,19.845,1445581.733,4.573,0.228
335.273,16424.774,-1287.159,19.412,1445581.733,4.571,0.228
335.323,16360.44,-1286.197,19.099,1445581.733,4.569,0.228
335.373,16296.154,-1285.247,18.915,1445581.733,4.568,0.228
335.423,16231.915,-1284.303,18.876,1445581.733,4.566,0.228
335.473,16167.724,-1283.357,18.989,1445581.733,4.565,0.228
335.523,16103.58,-1282.401,19.275,1445581.733,4.563,0.228
335.573,16039.484,-1281.427,19.736,1445581.733,4.562,0.228
335.623,15975.438,-1280.425,20.365,1445581.733,4.56,0.227
335.673,15911.442,-1279.387,21.161,1445581.733,4.558,0.227
335.723,15847.5,-1278.306,22.119,1445581.733,4.557,0.227
335.773,15783.612,-1277.172,23.237,1445581.733,4.555,0.227
335.823,15719.783,-1275.98,24.501,1445581.733,4.553,0.227
335.873,15656.016,-1274.72,25.894,1445581.733,4.551,0.227
335.923,15592.313,-1273.388,27.365,1445581.733,4.549,0.227
335.973,15528.678,-1271.982,28.874,1445581.733,4.546,0.227
336.023,15465.116,-1270.5,30.415,1445581.733,4.544,0.227
336.073,15401.629,-1268.941,31.9,1445581.733,4.541,0.227
336.123,15338.223,-1267.312,33.231,1445581.733,4.539,0.227
336.173,15274.899,-1265.621,34.39,1445581.733,4.536,0.227
336.223,15211.661,-1263.877,35.33,1445581.733,4.533,0.227
336.273,15148.512,-1262.092,36.02,1445581.733,4.53,0.227
336.323,15085.453,-1260.279,36.416,1445581.733,4.527,0.227
336.373,15022.484,-1258.455,36.524,1445581.733,4.524,0.227
336.423,14959.607,-1256.631,36.39,1445581.733,4.521,0.227
336.473,14896.821,-1254.82,36.016,1445581.733,4.518,0.227
336.523,14834.125,-1253.033,35.453,1445581.733,4.515,0.227
336.573,14771.517,-1251.277,34.768,1445581.733,4.513,0.227
336.623,14708.996,-1249.558,34.014,1445581.733,4.51,0.227
336.673,14646.561,-1247.877,33.251,1445581.733,4.507,0.227
336.723,14584.208,-1246.233,32.52,1445581.733,4.504,0.227
336.773,14521.937,-1244.624,31.866,1445581.733,4.502,0.227
336.823,14459.745,-1243.044,31.363,1445581.733,4.499,0.227
336.873,14397.632,-1241.485,31.035,1445581.733,4.497,0.227
336.923,14335.596,-1239.938,30.905,1445581.733,4.494,0.227
336.973,14273.638,-1238.392,30.957,1445581.733,4.491,0.227
337.023,14211.757,-1236.839,31.208,1445581.733,4.489,0.227
337.073,14149.955,-1235.267,31.678,1445581.733,4.486,0.227
337.123,14088.231,-1233.667,32.36,1445581.733,4.484,0.227
337.173,14026.589,-1232.028,33.267,1445581.733,4.481,0.227
337.223,13965.029,-1230.337,34.397,1445581.733,4.478,0.227
337.273,13903.556,-1228.585,35.703,1445581.733,4.475,0.227
337.323,13842.172,-1226.764,37.158,1445581.733,4.472,0.227
337.373,13780.881,-1224.867,38.741,1445581.733,4.469,0.227
337.423,13719.687,-1222.888,40.386,1445581.733,4.466,0.227
337.473,13658.593,-1220.828,42.009,1445581.733,4.463,0.227
337.523,13597.605,-1218.688,43.565,1445581.733,4.459,0.227
337.573,13536.726,-1216.473,44.993,1445581.733,4.456,0.227
337.623,13475.959,-1214.191,46.25,1445581.733,4.452,0.227
337.673,13415.308,-1211.852,47.255,1445581.733,4.448,0.227
337.723,13354.774,-1209.471,47.952,1445581.733,4.444,0.227
337.773,13294.361,-1207.062,48.345,1445581.733,4.44,0.227
337.823,13234.068,-1204.641,48.42,1445581.733,4.437,0.227
337.873,13173.897,-1202.224,48.237,1445581.733,4.433,0.227
337.923,13113.846,-1199.822,47.83,1445581.733,4.429,0.228
337.973,13053.914,-1197.445,47.258,1445581.733,4.425,0.228
338.023,12994.101,-1195.098,46.589,1445581.733,4.421,0.228
338.073,12934.404,-1192.786,45.876,1445581.733,4.417,0.228
338.123,12874.822,-1190.511,45.171,1445581.733,4.414,0.228
338.173,12815.352,-1188.268,44.556,1445581.733,4.41,0.228
338.223,12755.994,-1186.053,44.11,1445581.733,4.407,0.228
338.273,12696.747,-1183.855,43.843,1445581.733,4.403,0.228
338.323,12637.609,-1181.666,43.753,1445581.733,4.399,0.228
338.373,12578.58,-1179.476,43.915,1445581.733,4.396,0.228
338.423,12519.661,-1177.271,44.324,1445581.733,4.392,0.228
338.473,12460.853,-1175.039,44.969,1445581.733,4.388,0.228
338.523,12402.158,-1172.77,45.857,1445581.733,4.384,0.228
338.573,12343.577,-1170.45,46.973,1445581.733,4.38,0.228
338.623,12285.114,-1168.069,48.25,1445581.733,4.377,0.228
338.673,12226.771,-1165.623,49.64,1445581.733,4.373,0.228
338.723,12168.553,-1163.103,51.125,1445581.733,4.369,0.228
338.773,12110.462,-1160.509,52.671,1445581.733,4.365,0.228
338.823,12052.503,-1157.836,54.225,1445581.733,4.36,0.228
338.873,11994.68,-1155.087,55.667,1445581.733,4.356,0.228
338.923,11936.996,-1152.27,56.985,1445581.733,4.351,0.228
338.973,11879.454,-1149.392,58.052,1445581.733,4.347,0.228
339.023,11822.057,-1146.469,58.852,1445581.733,4.342,0.228
339.073,11764.808,-1143.512,59.371,1445581.733,4.338,0.228
339.123,11707.706,-1140.537,59.603,1445581.733,4.333,0.228
339.173,11650.754,-1137.556,59.585,1445581.733,4.329,0.228
339.223,11593.951,-1134.582,59.355,1445581.733,4.324,0.229
339.273,11537.296,-1131.624,58.935,1445581.733,4.319,0.229
339.323,11480.788,-1128.691,58.399,1445581.733,4.314,0.229
339.373,11424.426,-1125.785,57.835,1445581.733,4.31,0.229
339.423,11368.209,-1122.908,57.286,1445581.733,4.305,0.229
339.473,11312.135,-1120.056,56.824,1445581.733,4.301,0.229
339.523,11256.203,-1117.224,56.462,1445581.733,4.296,0.229
339.573,11200.412,-1114.407,56.263,1445581.733,4.292,0.229
339.623,11144.762,-1111.595,56.269,1445581.733,4.287,0.229
339.673,11089.253,-1108.777,56.499,1445581.733,4.283,0.229
339.723,11033.885,-1105.941,56.948,1445581.733,4.278,0.229
339.773,10978.659,-1103.079,57.569,1445581.733,4.272,0.229
339.823,10923.578,-1100.182,58.333,1445581.733,4.264,0.229
339.873,10868.642,-1097.242,59.274,1445581.733,4.257,0.23
339.923,10813.854,-1094.252,60.331,1445581.733,4.249,0.23
339.973,10759.217,-1091.208,61.413,1445581.733,4.241,0.23
340.023,10704.734,-1088.11,62.488,1445581.733,4.233,0.23
340.073,10650.407,-1084.96,63.485,1445581.733,4.225,0.23
340.123,10596.239,-1081.763,64.375,1445581.733,4.217,0.23
340.173,10542.232,-1078.524,65.138,1445581.733,4.209,0.231
340.223,10488.387,-1075.253,65.683,1445581.733,4.201,0.231
340.273,10434.707,-1071.959,66.019,1445581.733,4.193,0.231
340.323,10381.191,-1068.654,66.115,1445581.733,4.185,0.231
340.373,10327.841,-1065.352,65.979,1445581.733,4.177,0.231
340.423,10274.656,-1062.06,65.659,1445581.733,4.168,0.231
340.473,10221.635,-1058.789,65.178,1445581.733,4.16,0.232
340.523,10168.777,-1055.545,64.566,1445581.733,4.152,0.232
340.573,10116.08,-1052.334,63.862,1445581.733,4.144,0.232
340.623,10063.543,-1049.159,63.133,1445581.733,4.136,0.232
340.673,10011.163,-1046.021,62.427,1445581.733,4.128,0.232
340.723,9958.94,-1042.915,61.81,1445581.733,4.121,0.232
340.773,9906.871,-1039.838,61.294,1445581.733,4.113,0.233
340.823,9854.956,-1036.784,60.901,1445581.733,4.105,0.233
340.873,9803.193,-1033.746,60.667,1445581.733,4.098,0.233
340.923,9751.581,-1030.715,60.577,1445581.733,4.09,0.233
340.973,9700.121,-1027.685,60.657,1445581.733,4.083,0.233
341.023,9648.813,-1024.647,60.899,1445581.733,4.075,0.233
341.073,9597.657,-1021.593,61.237,1445581.733,4.067,0.234
341.123,9546.654,-1018.521,61.654,1445581.733,4.06,0.234
341.173,9495.805,-1015.426,62.196,1445581.733,4.052,0.234
341.223,9445.112,-1012.3,62.837,1445581.733,4.045,0.234
341.273,9394.576,-1009.142,63.473,1445581.733,4.037,0.234
341.323,9344.198,-1005.952,64.105,1445581.733,4.029,0.234
341.373,9293.981,-1002.733,64.64,1445581.733,4.021,0.235
341.423,9243.925,-999.489,65.072,1445581.733,4.014,0.235
341.473,9194.032,-996.227,65.41,1445581.733,4.006,0.235
341.523,9144.303,-992.951,65.559,1445581.733,3.998,0.235
341.573,9094.737,-989.674,65.521,1445581.733,3.991,0.235
341.623,9045.335,-986.402,65.341,1445581.733,3.983,0.236
341.673,8996.097,-983.142,65.064,1445581.733,3.976,0.236
341.723,8947.021,-979.897,64.695,1445581.733,3.968,0.236
341.773,8898.107,-976.674,64.223,1445581.733,3.96,0.236
341.823,8849.353,-973.476,63.688,1445581.733,3.953,0.236
341.873,8800.759,-970.306,63.091,1445581.733,3.945,0.236
341.923,8752.322,-967.167,62.49,1445581.733,3.937,0.237
341.973,8704.041,-964.057,61.901,1445581.733,3.93,0.237
342.023,8655.916,-960.977,61.337,1445581.733,3.922,0.237
342.073,8607.943,-957.923,60.823,1445581.733,3.915,0.237
342.123,8560.123,-954.894,60.371,1445581.733,3.908,0.237
342.173,8512.454,-951.885,60.022,1445581.733,3.9,0.238
342.223,8464.934,-948.89,59.773,1445581.733,3.893,0.238
342.273,8417.564,-945.906,59.615,1445581.733,3.885,0.238
342.323,8370.344,-942.927,59.572,1445581.733,3.878,0.238
342.373,8323.272,-939.947,59.615,1445581.733,3.87,0.238
342.423,8276.349,-936.964,59.699,1445581.733,3.863,0.238
342.473,8229.575,-933.977,59.803,1445581.733,3.856,0.239
342.523,8182.951,-930.983,59.919,1445581.733,3.848,0.239
342.573,8136.477,-927.985,60.048,1445581.733,3.841,0.239
342.623,8090.153,-924.978,60.202,1445581.733,3.834,0.239
342.673,8043.979,-921.965,60.324,1445581.733,3.826,0.239
342.723,7997.957,-918.947,60.36,1445581.733,3.819,0.24
342.773,7952.085,-915.929,60.346,1445581.733,3.812,0.24
342.823,7906.364,-912.913,60.28,1445581.733,3.805,0.24
342.873,7860.793,-909.902,60.168,1445581.733,3.797,0.24
342.923,7815.373,-906.897,59.977,1445581.733,3.79,0.24
342.973,7770.103,-903.906,59.68,1445581.733,3.783,0.241
343.023,7724.983,-900.931,59.329,1445581.733,3.775,0.241
343.073,7680.01,-897.974,58.906,1445581.733,3.768,0.241
343.123,7635.185,-895.041,58.447,1445581.733,3.761,0.241
343.173,7590.506,-892.13,57.953,1445581.733,3.753,0.241
343.223,7545.971,-889.246,57.38,1445581.733,3.746,0.242
343.273,7501.58,-886.393,56.767,1445581.733,3.739,0.242
343.323,7457.331,-883.569,56.198,1445581.733,3.732,0.242
343.373,7413.223,-880.773,55.646,1445581.733,3.725,0.242
343.423,7369.254,-878.004,55.129,1445581.733,3.718,0.242
343.473,7325.422,-875.26,54.644,1445581.733,3.711,0.242
343.523,7281.727,-872.539,54.2,1445581.733,3.704,0.243
343.573,7238.168,-869.839,53.781,1445581.733,3.697,0.243
343.623,7194.743,-867.16,53.384,1445581.733,3.69,0.243
343.673,7151.452,-864.5,53.05,1445581.733,3.683,0.243
343.723,7108.293,-861.855,52.768,1445581.733,3.676,0.243
343.773,7065.266,-859.222,52.519,1445581.733,3.669,0.244
343.823,7022.37,-856.603,52.278,1445581.733,3.662,0.244
343.873,6979.605,-853.994,52.086,1445581.733,3.655,0.244
343.923,6936.971,-851.394,51.904,1445581.733,3.648,0.244
343.973,6894.466,-848.804,51.718,1445581.733,3.641,0.244
344.023,6852.09,-846.222,51.529,1445581.733,3.635,0.245
344.073,6809.844,-843.651,51.331,1445581.733,3.628,0.245
344.123,6767.725,-841.089,51.122,1445581.733,3.621,0.245
344.173,6725.734,-838.539,50.875,1445581.733,3.614,0.245
344.223,6683.871,-836.002,50.591,1445581.733,3.607,0.245
344.273,6642.134,-833.481,50.263,1445581.733,3.6,0.246
344.323,6600.523,-830.976,49.928,1445581.733,3.594,0.246
344.373,6559.036,-828.488,49.584,1445581.733,3.587,0.246
344.423,6517.673,-826.019,49.196,1445581.733,3.58,0.246
344.473,6476.434,-823.569,48.788,1445581.733,3.573,0.246
344.523,6435.316,-821.14,48.342,1445581.733,3.566,0.247
344.573,6394.319,-818.735,47.869,1445581.733,3.559,0.247
344.623,6353.442,-816.354,47.339,1445581.733,3.553,0.247
344.673,6312.684,-814.001,46.778,1445581.733,3.546,0.247
344.723,6272.042,-811.677,46.206,1445581.733,3.539,0.247
344.773,6231.515,-809.381,45.636,1445581.733,3.533,0.248
344.823,6191.103,-807.113,45.097,1445581.733,3.526,0.248
344.873,6150.804,-804.871,44.571,1445581.733,3.519,0.248
344.923,6110.616,-802.656,44.02,1445581.733,3.513,0.248
344.973,6070.538,-800.469,43.457,1445581.733,3.506,0.248
345.023,6030.568,-798.31,42.914,1445581.733,3.5,0.249
345.073,5990.706,-796.177,42.409,1445581.733,3.493,0.249
345.123,5950.95,-794.069,41.926,1445581.733,3.487,0.249
345.173,5911.299,-791.984,41.453,1445581.733,3.48,0.249
345.223,5871.751,-789.923,41.02,1445581.733,3.473,0.249
345.273,5832.306,-787.882,40.622,1445581.733,3.467,0.25
345.323,5792.963,-785.861,40.191,1445581.733,3.46,0.25
345.373,5753.72,-783.862,39.773,1445581.733,3.454,0.25
345.423,5714.576,-781.883,39.386,1445581.733,3.447,0.25
345.473,5675.531,-779.924,38.993,1445581.733,3.441,0.25
345.523,5636.584,-777.984,38.629,1445581.733,3.434,0.251
345.573,5597.733,-776.061,38.268,1445581.733,3.427,0.251
345.623,5558.977,-774.157,37.881,1445581.733,3.421,0.251
345.673,5520.316,-772.273,37.491,1445581.733,3.414,0.251
345.723,5481.75,-770.408,37.108,1445581.733,3.408,0.251
345.773,5443.275,-768.562,36.709,1445581.733,3.401,0.252
345.823,5404.893,-766.737,36.302,1445581.733,3.394,0.252
345.873,5366.601,-764.932,35.874,1445581.733,3.388,0.252
345.923,5328.399,-763.15,35.434,1445581.733,3.382,0.252
345.973,5290.286,-761.389,34.994,1445581.733,3.375,0.253
346.023,5252.26,-759.651,34.51,1445581.733,3.369,0.253
346.073,5214.32,-757.938,34.024,1445581.733,3.363,0.253
346.123,5176.466,-756.249,33.545,1445581.733,3.356,0.253
346.173,5138.695,-754.584,33.065,1445581.733,3.35,0.253
346.223,5101.007,-752.943,32.576,1445581.733,3.344,0.254
346.273,5063.4,-751.326,32.081,1445581.733,3.337,0.254
346.323,5025.874,-749.735,31.591,1445581.733,3.331,0.254
346.373,4988.427,-748.167,31.092,1445581.733,3.325,0.254
346.423,4951.057,-746.625,30.624,1445581.733,3.318,0.254
346.473,4913.764,-745.105,30.141,1445581.733,3.312,0.255
346.523,4876.546,-743.611,29.638,1445581.733,3.306,0.255
346.573,4839.402,-742.141,29.151,1445581.733,3.299,0.255
346.623,4802.331,-740.696,28.678,1445581.733,3.293,0.255
346.673,4765.332,-739.274,28.195,1445581.733,3.287,0.255
346.723,4728.404,-737.876,27.702,1445581.733,3.28,0.256
346.773,4691.544,-736.503,27.229,1445581.733,3.274,0.256
346.823,4654.753,-735.153,26.769,1445581.733,3.268,0.256
346.873,4618.028,-733.826,26.311,1445581.733,3.262,0.256
346.923,4581.37,-732.522,25.87,1445581.733,3.255,0.257
346.973,4544.776,-731.239,25.447,1445581.733,3.249,0.257
347.023,4508.246,-729.977,25.022,1445581.733,3.242,0.257
347.073,4471.778,-728.737,24.579,1445581.733,3.236,0.257
347.123,4435.371,-727.52,24.13,1445581.733,3.23,0.257
347.173,4399.025,-726.324,23.71,1445581.733,3.224,0.258
347.223,4362.739,-725.148,23.3,1445581.733,3.218,0.258
347.273,4326.51,-723.993,22.905,1445581.733,3.211,0.258
347.323,4290.339,-722.858,22.524,1445581.733,3.205,0.258
347.373,4254.224,-721.741,22.128,1445581.733,3.199,0.259
